"","testing","Individual","popChk","Year","y","yHat"
"1",123,"SL18-OI-11-FG3xSL18-CC-1-MG3","ES",2020,1.031543485,0.236691337213678
"2",124,"SL18-JS-16-FG3xSL18-NC-10-MG3","ES",2020,0.145898646,0.201875426794629
"3",125,"SL18-OI-5-FG5xSA18-CB-7-MG3","ES",2020,0.09321362,0.275001342924853
"4",126,"SL18-CC-1-FG2xSL18-OI-16-MG1","ES",2020,0.478797213,0.250903773339418
"5",127,"SL18-NC-11-FG1xSL18-NL-2-MG1","ES",2020,0.276564855,0.224986405951625
"6",128,"SL18-CC-5-FG2xSA18-CB-10-MG1","ES",2020,1.989688812,0.250053705365124
"7",129,"SL18-LD-13-FG2xSL18-LD-13-MG2","ES",2020,0.03920757,0.26888518018054
"8",130,"SL18-CC-5-FG3xSL18-OI-14-MG1","ES",2020,1.495930496,0.280314042547684
"9",131,"SL18-CC-11-FG3xSL18-CC-3-MG1","ES",2020,0.162226696,0.229045313300326
"10",132,"SL18-CC-11-FG3xSA18-CB-3-MG3","ES",2020,1.912050785,0.274346529894046
"11",133,"SL18-JS-16-FG1xSL18-CC-4-MG11","ES",2020,0.038860603,0.277788597583037
"12",134,"SL18-CC-11-FG3xSL18-JS-16-MG1","ES",2020,0.606503052,0.264660994347087
"13",135,"SL18-NC-12-FG2xSA18-CB-4-MG3","ES",2020,0.1931936,0.289005106715233
"14",136,"SL18-OD-5-FG1xSL18-CC-8-MG2","ES",2020,0.058814816,0.27184286905747
"15",137,"SL18-CC-1-FG3xSL18-OI-9-MG2","ES",2020,0.045545013,0.282118655072803
"16",138,"SA18-CB-9-FG1xSL18-JS-5-MG3","ES",2020,0.116125876,0.221262131737008
"17",139,"SL18-CC-5-FG1xSL18-JS-9-MG1","ES",2020,0.038572756,0.227617698117748
"18",140,"SL18-OI-15-FG1xSA18-CB-2-MG3","ES",2020,0.071632259,0.27887323431046
"19",141,"SL18-CC-12-FG3xSL18-OI-15-MG2","ES",2020,0.566752741,0.27441269320336
"20",142,"SL18-SF-17-FG2xSL18-NC-1-MG1","ES",2020,0.187129708,0.21878669598315
"21",143,"SL18-JS-5-FG1xSL18-LD-2-MG4","ES",2020,0.161994864,0.229427471286349
"22",144,"SL18-OD-5-FG3xSA18-CB-1-MG12","ES",2020,0.111509655,0.260447898293295
"23",145,"SL18-CC-5-FG3xSL18-JS-5-MG2","ES",2020,0.157828887,0.235805158430509
"24",146,"SL18-SF-13-FG1xSA18-CB-7-MG1","ES",2020,0.149539341,0.278669928747412
"25",147,"SL18-LL-9-FG6xSA18-CB-10-MG3","ES",2020,0.02452874,0.235794471687196
"26",148,"SL18-OI-15-FG2xSA18-CB-2-MG3","ES",2020,0.608846704,0.264716603018824
"27",149,"SA18-CB-2-FG3xSL18-NC-9-MG1","ES",2020,0.421900032,0.245412453628555
"28",150,"SL18-NL-2-FG3xSA18-CB-4-MG1","ES",2020,0.038884822,0.193289484515484
"29",151,"SA18-CB-5-FG4xSL18-CC-1-MG3","ES",2020,0.482847742,0.260898751807056
"30",152,"SL18-CC-3-FG1xSL18-JS-6-MG3","ES",2020,0.775134127,0.253846335352851
"31",153,"SL18-JS-16-FG1xSL18-LD-2-MG2","ES",2020,0.216354947,0.249657970265841
"32",154,"SL18-NC-10-FG1xSL18-NC-5-MG1","ES",2020,0.018680038,0.2627283358546
"33",155,"SL18-OI-17-FG4xSL18-JS-6-MG2","ES",2020,1.143510679,0.247320342519326
"34",156,"SL18-CC-1-FG2xSL18-OI-16-MG3","ES",2020,0.078623966,0.229604479244239
"35",157,"SA18-CB-2-FG3xSL18-OI-2-MG2","ES",2020,0.371376484,0.225269975396232
"36",158,"SL18-CC-5-FG3xSL18-JS-19-MG2","ES",2020,0.176738612,0.217971992046975
"37",159,"SL18-CC-3-FG2xSA18-CB-10-MG3","ES",2020,2.089694461,0.232486494713076
"38",160,"SL18-CC-1-FG1xSL18-OI-16-MG3","ES",2020,0.14812139,0.271543259776159
"39",161,"SL18-JS-16-FG3xSL18-OD-6-MG2","ES",2020,0.162267733,0.256968237358772
"40",162,"SL18-OI-4-FG2xSL18-NC-15-MG1","ES",2020,1.014038283,0.241972464973323
"41",163,"SL18-NC-12-FG2xSL18-OI-16-MG1","ES",2020,0.259678296,0.265602841826617
"42",164,"SL18-CC-8-FG2xSL18-JS-5-MG3","ES",2020,1.468216837,0.240782426851689
"43",165,"SL18-OI-4-FG2xSL18-JS-19-MG2","ES",2020,0.249342417,0.247043484187295
"44",166,"SL18-OI-6-FG2xSA18-CB-4-MG2","ES",2020,2.148595766,0.211918559468993
"45",167,"SL18-CC-3-FG1xSL18-JS-5-MG2","ES",2020,1.028074377,0.210035309300012
"46",168,"SL18-CC-3-FG2xSL18-OD-6-MG1","ES",2020,0.864280209,0.239302931569263
"47",169,"SL18-LD-2-FG2xSL18-SF-19-MG1","ES",2020,0.059279684,0.268729049269421
"48",170,"SL18-LD-13-FG2xSA18-CB-7-MG1","ES",2020,0.305279087,0.283194147099181
"49",171,"SL18-OI-6-FG2xSL18-LD-2-MG2","ES",2020,1.181927802,0.208431564495758
"50",172,"SL18-CC-12-FG3xSL18-OI-15-MG3","ES",2020,0.214452877,0.263739516895928
"51",173,"SL18-CC-11-FG3xSL18-NC-2-MG3","ES",2020,0.757613556,0.233765980311208
"52",174,"SL18-CC-12-FG2xSL18-OI-15-MG2","ES",2020,1.030320421,0.270238943985382
"53",175,"SL18-SF-17-FG2xSA18-CB-1-MG13","ES",2020,0.29622886,0.217136952786456
"54",176,"SL18-SF-17-FG2xSL18-OI-4-MG3","ES",2020,0.194399721,0.210920924274188
"55",177,"SL18-NC-10-FG3xSL18-NL-5-MG2","ES",2020,0.054416662,0.176004232424102
"56",178,"SL18-CC-8-FG2xSL18-LD-9-MG1","ES",2020,0.389114621,0.215736577885224
"57",179,"SL18-NL-3-FG3xSL18-NC-9-MG2","ES",2020,0.641466594,0.219840491360478
"58",180,"SL18-OI-6-FG3xSL18-CC-11-MG5","ES",2020,1.011867361,0.195763845961457
"59",181,"SL18-CC-8-FG1xSL18-OI-7-MG1","ES",2020,0.075510606,0.227960720936059
"60",182,"SL18-JS-5-FG1xSL18-OI-14-MG1","ES",2020,0.019950677,0.237969833535433
"61",183,"SL18-NC-10-FG1xSL18-OI-11-MG4","ES",2020,0.116699363,0.232583629685006
"62",184,"SL18-SF-17-FG2xSA18-CB-7-MG2","ES",2020,0.635797122,0.272224995454007
"63",185,"SL18-CC-9-FG3xSL18-JS-9-MG3","ES",2020,0.084498909,0.176522029521603
"64",186,"SL18-CC-5-FG2xSL18-NC-10-MG2","ES",2020,0.226865114,0.179331134960492
"65",187,"SL18-OI-11-FG3xSL18-NC-2-MG1","ES",2020,0.976864551,0.21978347044799
"66",188,"SL18-NC-9-FG2xSL18-JS-11-MG3","ES",2020,0.163135424,0.224925540224162
"67",189,"SL18-LD-9-FG4xSL18-OI-6-MG2","ES",2020,0.479252814,0.213713636110774
"68",190,"SL18-CC-3-FG2xSL18-OI-11-MG3","ES",2020,0.344977353,0.223149842754176
"69",191,"SL18-OI-9-FG4xSA18-CB-1-MG12","ES",2020,0.895148854,0.228618142323456
"70",192,"SL18-CC-3-FG2xSA18-CB-4-MG2","ES",2020,0.202603383,0.21185489864379
"71",193,"SL18-NC-5-FG2xSL18-JS-11-MG3","ES",2020,0.015173946,0.217565999441746
"72",194,"SL18-CC-8-FG1xSL18-OI-18-MG3","ES",2020,0.368921013,0.217472888473124
"73",195,"SL18-CC-6-FG3xSL18-JS-9-MG2","ES",2020,0.182633664,0.207991949258014
"74",196,"SL18-NL-7-FG4xSA18-CB-1-MG12","ES",2020,0.073979465,0.228996843599732
"75",197,"SL18-CC-1-FG1xSL18-NC-15-MG3","ES",2020,0.740682368,0.239590945212742
"76",198,"SL18-CC-1-FG1xSL18-CC-4-MG11","ES",2020,0.344700631,0.243133297308354
"77",199,"SL18-CC-5-FG2xSL18-NC-9-MG2","ES",2020,0.206048658,0.228849219239358
"78",200,"SA18-CB-9-FG1xSL18-JS-19-MG1","ES",2020,0.857575582,0.234256141628667
"79",201,"SL18-NL-3-FG1xSL18-OD-3-MG1","ES",2020,0.096011073,0.248269925560921
"80",202,"SL18-CC-5-FG3xSA18-CB-1-MG12","ES",2020,0.240570651,0.222922191853026
"81",203,"SL18-CC-8-FG2xSL18-NC-5-MG3","ES",2020,0.02886746,0.230663637564116
"82",204,"SL18-CC-6-FG3xSL18-OI-14-MG2","ES",2020,0.11803921,0.228988572029948
"83",205,"SL18-NC-12-FG2xSA18-CB-3-MG1","ES",2020,0.379091481,0.204085729133174
"84",206,"SL18-CC-3-FG3xSL18-OD-6-MG3","ES",2020,0.563352197,0.19338151544562
"85",207,"SL18-CC-6-FG2xSL18-OI-14-MG1","ES",2020,0.233120687,0.229393613629408
"86",208,"SL18-JS-19-FG3xSA18-CB-3-MG2","ES",2020,0.032183786,0.226787561516597
"87",209,"SL18-NC-12-FG2xSL18-NL-5-MG2","ES",2020,NA,0.180405595812459
"88",210,"SL18-JS-5-FG1xSA18-CB-1-MG12","ES",2020,0.073085831,0.224315942157654
"89",211,"SL18-JS-16-FG3xSA18-CB-4-MG3","ES",2020,0.099304978,0.229129939180424
"90",212,"SL18-OI-4-FG2xSA18-CB-7-MG2","ES",2020,2.019239106,0.25486951407068
"91",213,"SL18-NC-1-FG1xSL18-NC-12-MG3","ES",2020,0.09967743,0.222821031133399
"92",214,"SL18-NC-15-FG3xSL18-CC-1-MG2","ES",2020,0.100402733,0.228359926801611
"93",215,"SL18-SF-17-FG2xSL18-NC-12-MG1","ES",2020,0.507413109,0.210357723613506
"94",216,"SL18-CC-5-FG2xSL18-NC-10-MG2","ES",2020,0.387601637,0.174379879010136
"95",217,"SL18-NL-3-FG1xSA18-CB-7-MG2","ES",2020,0.04892366,0.274437769291887
"96",218,"SL18-LL-9-FG2xSA18-CB-5-MG3","ES",2020,0.03154006,0.152701437064818
"97",219,"SL18-SF-17-FG2xSA18-CB-7-MG3","ES",2020,1.729189987,0.211837201925959
"98",220,"SA18-CB-4-FG6xSL18-JS-6-MG3","ES",2020,1.154265069,0.220979009018892
"99",221,"SL18-CC-3-FG1xSL18-JS-11-MG2","ES",2020,0.047017142,0.215689402971844
"100",222,"SA18-CB-5-FG6xSL18-CC-6-MG2","ES",2020,0.544987778,0.212219029184079
"101",223,"SL18-JS-19-FG3xSL18-OI-17-MG1","ES",2020,0.166598482,0.218502180882221
"102",224,"SL18-OI-17-FG4xSL18-CC-7-MG1","ES",2020,0.739377608,0.211082052448069
"103",225,"SL18-OI-17-FG1xSL18-OI-4-MG1","ES",2020,0.181415223,0.240936240481854
"104",226,"SL18-CC-6-FG2xSL18-OI-11-MG4","ES",2020,0.40888204,0.185081592284215
"105",227,"SL18-JS-9-FG3xSA18-CB-10-MG1","ES",2020,0.092820179,0.201970590756911
"106",228,"SL18-OI-6-FG3xSL18-JS-6-MG1","ES",2020,0.576919238,0.158787397562527
"107",229,"SL18-SF-13-FG2xSL18-JS-11-MG3","ES",2020,0.826645737,0.208576859504875
"108",230,"SL18-JS-19-FG3xSL18-LD-13-MG3","ES",2020,0.241280563,0.235234130956224
"109",231,"SA18-CB-2-FG3xSL18-CC-2-MG5","ES",2020,1.407620503,0.218579162342881
"110",232,"SA18-CB-9-FG1xSL18-OI-7-MG3","ES",2020,1.087371821,0.227758871661079
"111",233,"SL18-CC-3-FG1xSL18-OI-16-MG2","ES",2020,0.316584317,0.221435865694312
"112",234,"SL18-CC-8-FG1xSL18-NC-8-MG2","ES",2020,0.068428155,0.232775715121233
"113",235,"SL18-SF-13-FG2xSA18-CB-2-MG3","ES",2020,1.135354404,0.235427224623053
"114",236,"SL18-SF-13-FG2xSL18-JS-9-MG2","ES",2020,0.499327512,0.247980928967979
"115",237,"SL18-JS-19-FG2xSA18-CB-10-MG3","ES",2020,0.187770305,0.2765004364832
"116",238,"SL18-CC-6-FG1xSL18-JS-5-MG2","ES",2020,0.044764563,0.258084723964066
"117",239,"SL18-CC-12-FG2xSL18-LL-9-MG4","ES",2020,0.910135569,0.190359243651236
"118",240,"SL18-NL-3-FG1xSL18-OI-7-MG3","ES",2020,0.203222777,0.2423027004838
"119",241,"SL18-NL-5-FG1xSL18-OI-14-MG1","ES",2020,0.180404521,0.255013305829546
"120",242,"SL18-NC-8-FG1xSL18-NL-7-MG2","ES",2020,0.214393172,0.208842866861892
"121",243,"SL18-JS-5-FG2xSL18-OI-5-MG3","ES",2020,0.066847096,0.236937237962273
"122",244,"SL18-CC-10-FG4xSL18-NC-2-MG2","ES",2020,0.720187772,0.220963936650984
"123",245,"SL18-NC-5-FG3xSL18-OI-2-MG2","ES",2020,0.194644302,0.247719504627817
"124",246,"SL18-OI-16-FG2xSL18-OI-18-MG1","ES",2020,0.131013916,0.234831454469951
"125",247,"SL18-CC-1-FG2xSL18-NC-11-MG2","ES",2020,0.285495162,0.238722096782915
"126",248,"SL18-CC-12-FG3xSL18-NC-11-MG2","ES",2020,0.259227887,0.235844392459101
"127",249,"SA18-CB-7-FG1xSL18-LD-1-MG1","ES",2020,0.260960484,0.2128113199363
"128",250,"SL18-NC-10-FG3xSA18-CB-3-MG2","ES",2020,0.003396366,0.225264211375126
"129",268,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.424155947,-4.48093841332545
"130",269,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.216209429,-4.46244999863712
"131",270,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.441624815,-4.49038937701234
"132",271,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.462943058,-4.4536491734216
"133",272,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.251174836,-4.41620993978694
"134",273,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.089811911,-4.46728978211402
"135",274,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.241059201,-4.50985214111993
"136",275,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.215019677,-4.47735560328512
"137",276,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.227034897,-4.49253528817273
"138",277,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.332689925,-4.48114547288452
"139",278,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.142536546,-16.9540067348889
"140",279,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,NA,-16.9969618626714
"141",280,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.073658425,-16.9819461132641
"142",281,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.063229542,-16.988266610998
"143",282,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.069875947,-16.9883095183715
"144",283,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.079846029,-16.9616963891385
