"","wetWgtPerM","percDryWgt","dryWgtPerM","Ash","AshFDwPM","Year"
"SL18-CC-12-FG3xSL18-OI-15-MG3",-2.55443477462345,NA,NA,NA,NA,2020
"SL18-CC-3-FG1xSL18-JS-11-MG2",-3.48085429944273,NA,NA,NA,NA,2020
"SL18-CC-3-FG1xSL18-JS-5-MG2",5.64505562361674,NA,NA,NA,NA,2020
"SL18-CC-3-FG1xSL18-JS-6-MG3",2.49677909524237,NA,NA,NA,NA,2020
"SL18-CC-3-FG1xSL18-OI-16-MG2",-1.93110405566607,NA,NA,NA,NA,2020
"SL18-CC-3-FG2xSA18-CB-10-MG3",11.8406956472627,NA,NA,NA,NA,2020
"SL18-CC-3-FG2xSA18-CB-4-MG2",-1.90088749130865,NA,NA,NA,NA,2020
"SL18-CC-3-FG2xSL18-OD-6-MG1",3.06523174491828,NA,NA,NA,NA,2020
"SL18-CC-3-FG2xSL18-OI-11-MG3",0.0402009240721332,NA,NA,NA,NA,2020
"SL18-CC-3-FG3xSL18-OD-6-MG3",1.94165745516273,NA,NA,NA,NA,2020
"SL18-CC-5-FG1xSL18-JS-9-MG1",-1.72977191071965,NA,NA,NA,NA,2020
"SL18-CC-5-FG2xSA18-CB-10-MG1",11.5690735696032,NA,NA,NA,NA,2020
"SL18-CC-5-FG2xSL18-NC-10-MG2",-1.10269582067913,NA,NA,NA,NA,2020
"SL18-CC-5-FG2xSL18-NC-9-MG2",-1.93681666653862,NA,NA,NA,NA,2020
"SL18-CC-5-FG3xSA18-CB-1-MG12",-1.29371426419417,NA,NA,NA,NA,2020
"SL18-CC-5-FG3xSL18-JS-19-MG2",-2.23661102941478,NA,NA,NA,NA,2020
"SL18-CC-5-FG3xSL18-JS-5-MG2",0.189854495351109,NA,NA,NA,NA,2020
"SL18-CC-5-FG3xSL18-OI-14-MG1",9.68481594838439,NA,NA,NA,NA,2020
"SL18-CC-6-FG1xSL18-JS-5-MG2",-3.19231839330545,NA,NA,NA,NA,2020
"SL18-CC-6-FG2xSL18-OI-11-MG4",0.0527547165770584,NA,NA,NA,NA,2020
"SL18-CC-6-FG2xSL18-OI-14-MG1",-1.27277725636264,NA,NA,NA,NA,2020
"SL18-CC-6-FG3xSL18-JS-9-MG2",-1.91941746344894,NA,NA,NA,NA,2020
"SL18-CC-6-FG3xSL18-OI-14-MG2",-2.76855269498141,NA,NA,NA,NA,2020
"SL18-CC-8-FG1xSL18-NC-8-MG2",-3.37469480443795,NA,NA,NA,NA,2020
"SL18-CC-8-FG1xSL18-OI-18-MG3",-0.857324248060602,NA,NA,NA,NA,2020
"SL18-CC-8-FG1xSL18-OI-7-MG1",-3.01513965623864,NA,NA,NA,NA,2020
"SL18-CC-8-FG2xSL18-JS-5-MG3",8.07924799551654,NA,NA,NA,NA,2020
"SL18-CC-8-FG2xSL18-LD-9-MG1",-0.146149330059644,NA,NA,NA,NA,2020
"SL18-CC-8-FG2xSL18-NC-5-MG3",-3.266316663841,NA,NA,NA,NA,2020
"SL18-CC-9-FG3xSL18-JS-9-MG3",-2.19502191300777,NA,NA,NA,NA,2020
"SL18-JS-16-FG1xSL18-CC-4-MG11",-3.07341249484528,NA,NA,NA,NA,2020
"SL18-JS-16-FG1xSL18-LD-2-MG2",-2.24658275926994,NA,NA,NA,NA,2020
"SL18-JS-16-FG3xSA18-CB-4-MG3",-2.89800653904761,NA,NA,NA,NA,2020
"SL18-JS-16-FG3xSL18-NC-10-MG3",-1.93531482102547,NA,NA,NA,NA,2020
"SL18-JS-16-FG3xSL18-OD-6-MG2",-2.48144199862277,NA,NA,NA,NA,2020
"SL18-JS-19-FG2xSA18-CB-10-MG3",-2.10125210484751,NA,NA,NA,NA,2020
"SL18-JS-19-FG3xSA18-CB-3-MG2",-2.60970126287327,NA,NA,NA,NA,2020
"SL18-JS-19-FG3xSL18-LD-13-MG3",-2.03673064890944,NA,NA,NA,NA,2020
"SL18-JS-19-FG3xSL18-OI-17-MG1",-3.1154077870995,NA,NA,NA,NA,2020
"SL18-JS-5-FG1xSA18-CB-1-MG12",-3.12880902314449,NA,NA,NA,NA,2020
"SL18-JS-5-FG1xSL18-LD-2-MG4",-1.7534611542949,NA,NA,NA,NA,2020
"SL18-JS-5-FG1xSL18-OI-14-MG1",-3.67465540293195,NA,NA,NA,NA,2020
"SL18-JS-5-FG2xSL18-OI-5-MG3",-3.28276008258777,NA,NA,NA,NA,2020
"SL18-JS-9-FG3xSA18-CB-10-MG1",-2.83227633463383,NA,NA,NA,NA,2020
"SL18-LD-13-FG2xSA18-CB-7-MG1",-1.79986919168236,NA,NA,NA,NA,2020
"SL18-LD-13-FG2xSL18-LD-13-MG2",-3.35355036869473,NA,NA,NA,NA,2020
"SL18-LD-2-FG2xSL18-SF-19-MG1",-3.27260329566376,NA,NA,NA,NA,2020
"SL18-LD-9-FG4xSL18-OI-6-MG2",0.0896892800139576,NA,NA,NA,NA,2020
"SL18-LL-9-FG2xSA18-CB-5-MG3",-4.20773387942814,NA,NA,NA,NA,2020
"SL18-LL-9-FG6xSA18-CB-10-MG3",-3.30951293426025,NA,NA,NA,NA,2020
"SL18-NC-1-FG1xSL18-NC-12-MG3",-2.59092147528569,NA,NA,NA,NA,2020
"SL18-NC-10-FG1xSL18-NC-5-MG1",-3.7615331313058,NA,NA,NA,NA,2020
"SL18-NC-10-FG1xSL18-OI-11-MG4",-2.84061799550833,NA,NA,NA,NA,2020
"SL18-NC-10-FG3xSA18-CB-3-MG2",-2.91097986743496,NA,NA,NA,NA,2020
"SL18-NC-10-FG3xSL18-NL-5-MG2",-3.16191319971968,NA,NA,NA,NA,2020
"SL18-NC-11-FG1xSL18-NL-2-MG1",-1.98532686008581,NA,NA,NA,NA,2020
"SL18-NC-12-FG2xSA18-CB-3-MG1",-0.141853424649308,NA,NA,NA,NA,2020
"SL18-NC-12-FG2xSA18-CB-4-MG3",-1.34950345080447,NA,NA,NA,NA,2020
"SL18-NC-12-FG2xSL18-NL-5-MG2",NA,NA,NA,NA,NA,2020
"SL18-NC-12-FG2xSL18-OI-16-MG1",-1.62494735855645,NA,NA,NA,NA,2020
"SL18-NC-15-FG3xSL18-CC-1-MG2",-2.6119035192945,NA,NA,NA,NA,2020
"SL18-NC-5-FG2xSL18-JS-11-MG3",-3.53510137088162,NA,NA,NA,NA,2020
"SL18-NC-5-FG3xSL18-OI-2-MG2",-3.21654909194474,NA,NA,NA,NA,2020
"SL18-NC-8-FG1xSL18-NL-7-MG2",-2.5819417848311,NA,NA,NA,NA,2020
"SL18-NC-9-FG2xSL18-JS-11-MG3",-2.79534177119693,NA,NA,NA,NA,2020
"SL18-NL-2-FG3xSA18-CB-4-MG1",-3.20482789510258,NA,NA,NA,NA,2020
"SL18-NL-3-FG1xSA18-CB-7-MG2",-3.91442409537693,NA,NA,NA,NA,2020
"SL18-NL-3-FG1xSL18-OD-3-MG1",-2.7952339876315,NA,NA,NA,NA,2020
"SL18-NL-3-FG1xSL18-OI-7-MG3",-1.61930601844715,NA,NA,NA,NA,2020
"SL18-NL-3-FG3xSL18-NC-9-MG2",1.7689666332668,NA,NA,NA,NA,2020
"SL18-NL-5-FG1xSL18-OI-14-MG1",-2.32476135630234,NA,NA,NA,NA,2020
"SL18-NL-7-FG3xSL18-OI-15-MG3",NA,NA,NA,NA,NA,2020
"SL18-NL-7-FG4xSA18-CB-1-MG12",-2.90586386722227,NA,NA,NA,NA,2020
"SL18-OD-5-FG1xSL18-CC-8-MG2",-2.86445382284033,NA,NA,NA,NA,2020
"SL18-OD-5-FG3xSA18-CB-1-MG12",-2.52660824071321,NA,NA,NA,NA,2020
"SL18-OI-11-FG3xSL18-CC-1-MG3",5.31046690233526,NA,NA,NA,NA,2020
"SL18-OI-11-FG3xSL18-NC-2-MG1",4.31757114778846,NA,NA,NA,NA,2020
"SL18-OI-15-FG1xSA18-CB-2-MG3",-1.32520669133867,NA,NA,NA,NA,2020
"SL18-OI-15-FG2xSA18-CB-2-MG3",1.22334926126679,NA,NA,NA,NA,2020
"SL18-OI-15-FGxSL18-ME-MG1",NA,NA,NA,NA,NA,2020
"SL18-OI-16-FG2xSL18-OI-18-MG1",-3.89419583440788,NA,NA,NA,NA,2020
"SL18-OI-17-FG1xSL18-OI-4-MG1",-2.39211489096221,NA,NA,NA,NA,2020
"SL18-OI-17-FG4xSL18-CC-7-MG1",3.31795061355134,NA,NA,NA,NA,2020
"SL18-OI-17-FG4xSL18-JS-6-MG2",6.76998393774354,NA,NA,NA,NA,2020
"SL18-OI-4-FG2xSA18-CB-7-MG2",8.74702788583997,NA,NA,NA,NA,2020
"SL18-OI-4-FG2xSL18-JS-19-MG2",-1.53804034682581,NA,NA,NA,NA,2020
"SL18-OI-4-FG2xSL18-NC-15-MG1",4.75359402012071,NA,NA,NA,NA,2020
"SL18-OI-5-FG5xSA18-CB-7-MG3",-3.13165469935519,NA,NA,NA,NA,2020
"SL18-OI-6-FG2xSA18-CB-4-MG2",12.206339976527,NA,NA,NA,NA,2020
"SL18-OI-6-FG2xSL18-LD-2-MG2",4.22915576279346,NA,NA,NA,NA,2020
"SL18-OI-6-FG3xSL18-CC-11-MG5",5.73652961734243,NA,NA,NA,NA,2020
"SL18-OI-6-FG3xSL18-JS-6-MG1",-1.97201253027276,NA,NA,NA,NA,2020
"SL18-OI-9-FG4xSA18-CB-1-MG12",2.88227159022351,NA,NA,NA,NA,2020
"SL18-SF-13-FG1xSA18-CB-7-MG1",-2.10869089670331,NA,NA,NA,NA,2020
"SL18-SF-13-FG2xSA18-CB-2-MG3",5.79506048089503,NA,NA,NA,NA,2020
"SL18-SF-13-FG2xSL18-JS-11-MG3",3.2421881048029,NA,NA,NA,NA,2020
"SL18-SF-13-FG2xSL18-JS-9-MG2",0.615922594292922,NA,NA,NA,NA,2020
"SL18-SF-17-FG2xSA18-CB-1-MG13",-1.57838501397845,NA,NA,NA,NA,2020
"SL18-SF-17-FG2xSA18-CB-7-MG2",1.82838584243644,NA,NA,NA,NA,2020
"SL18-SF-17-FG2xSA18-CB-7-MG3",10.5184401060395,NA,NA,NA,NA,2020
"SL18-SF-17-FG2xSL18-NC-1-MG1",-1.53760343151368,NA,NA,NA,NA,2020
"SL18-SF-17-FG2xSL18-NC-12-MG1",0.913079874184984,NA,NA,NA,NA,2020
"SL18-SF-17-FG2xSL18-OI-4-MG3",-2.42764691415183,NA,NA,NA,NA,2020
