"","x"
"1","R11"
"2","R110"
"3","R115"
"4","R151"
"5","R157"
"6","R167"
"7","R171"
"8","R177"
"9","R183"
"10","R187"
"11","R2"
"12","R21"
"13","R3"
"14","R69"
"15","R70"
"16","R75"
"17","R80"
"18","R9"
"19","R22"
"20","R83"
