"","V1"
"1",0.44142963698286
"2",0.518161986960123
"3",0.507363886587094
"4",0.528412100626069
"5",0.512502850368656
"6",0.528309935183007
"7",0.518734036102404
"8",0.508322493039452
"9",0.515528749197568
"10",0.514490626853731
"11",0.498700387455074
"12",0.529903889185673
"13",0.52489842233746
"14",0.483811098673528
"15",0.496079107753599
"16",0.46186388261794
"17",0.526638539728672
"18",0.504229502701038
"19",0.504965464653618
"20",0.521629059596509
