"","varE","varB","varU3","varU4","varU5"
"varMean",0.006583806628375,0.00114907767599375,0.0004426396780475,0.000437311353956875,0.000154118680296875
"varfm",0.0065375874567715,0.0011424506170339,0.00044976963669068,0.000436223596298927,0.000155241802662739
