"Env","EID","GID","kwt","d2b","GY","PH","M"
"hisar",2,"B169 x R83",10.03302852,56.63262905,2774.903057,198.610235,"H"
"hisar",2,"B169 x R9",8.066708761,49.32308334,3863.362496,201.9677055,"H"
"hisar",2,"B191 x R110",11.26939979,54.75753619,2577.365024,207.8479666,"H"
"hisar",2,"B191 x R115",11.10500302,56.69182376,2292.790703,213.6498249,"H"
"hisar",2,"B191 x R151",10.00747072,55.66946742,2434.760027,183.2955728,"H"
"hisar",2,"B191 x R167",14.09536769,59.61687704,3940.620521,199.4369747,"H"
"hisar",2,"B191 x R171",12.15665692,61.4954584,2478.011075,209.8617299,"H"
"hisar",2,"B191 x R183",11.80445081,56.54747156,2665.599313,213.288876,"H"
"hisar",2,"B191 x R2",10.82513783,60.24790979,1040.222977,107.7721369,"H"
"hisar",2,"B191 x R21",8.407535393,55.23607943,2508.641921,158.0627064,"H"
"hisar",2,"B191 x R22",11.21648061,57.76333726,3559.13767,201.6182314,"H"
"hisar",2,"B191 x R3",8.400772983,59.79492456,1023.978589,143.5224723,"H"
"hisar",2,"B191 x R69",10.30262801,61.03095912,2224.328923,201.694524,"H"
"hisar",2,"B191 x R70",11.12685586,58.66776505,2152.211627,206.8019682,"H"
"hisar",2,"B191 x R75",8.366029605,59.14722877,1868.701129,157.7668229,"H"
"hisar",2,"B191 x R80",8.634564664,60.46582883,2042.860915,203.4176542,"H"
"hisar",2,"B191 x R9",9.062885762,55.91673816,2170.205098,191.9229632,"H"
"hisar",2,"B24 x R11",8.023764683,54.19191944,2281.59688,199.0579041,"H"
"hisar",2,"B24 x R110",9.281404937,50.3722882,2255.750766,200.0925495,"H"
"hisar",2,"B24 x R115",9.154500093,50.28276588,2547.044742,201.0136437,"H"
"hisar",2,"B24 x R151",11.45257154,48.68999697,2793.774803,194.4298882,"H"
"hisar",2,"B24 x R157",9.312008743,55.73946907,2150.968121,203.0652003,"H"
"hisar",2,"B24 x R167",12.24838614,57.3960561,3473.589206,204.6187986,"H"
"hisar",2,"B24 x R171",9.825469936,51.68653274,2550.030564,196.9280873,"H"
"hisar",2,"B24 x R177",8.475075068,51.43689483,2969.573146,184.6318204,"H"
"hisar",2,"B24 x R183",10.17738221,49.87235158,1858.281018,179.9003307,"H"
"hisar",2,"B24 x R187",9.626734079,52.12457023,2822.072898,207.8998507,"H"
"hisar",2,"B24 x R2",8.419064629,57.11471221,2146.76619,202.2948625,"H"
"hisar",2,"B24 x R21",7.235946542,53.30968737,3016.893275,165.9012988,"H"
"hisar",2,"B24 x R22",11.17694821,54.80811729,3049.871171,194.3810102,"H"
"hisar",2,"B24 x R3",9.834040639,52.71634803,1765.167405,165.5775341,"H"
"hisar",2,"B24 x R69",9.340249514,52.25909685,1908.243809,153.0193769,"H"
"hisar",2,"B24 x R70",8.39967372,52.36840181,3054.940498,190.8552601,"H"
"hisar",2,"B24 x R75",9.309618895,54.40098553,2370.404956,158.9159571,"H"
"hisar",2,"B24 x R80",8.620374847,57.6153308,2339.553962,204.4159826,"H"
"hisar",2,"B24 x R83",9.917480329,54.89070002,3283.507117,185.1821893,"H"
"hisar",2,"B24 x R9",8.214059377,47.34961788,2675.373401,206.3225398,"H"
"hisar",2,"B37 x R115",7.992705559,58.0517495,1080.954627,185.3314039,"H"
"hisar",2,"B37 x R167",12.17133406,58.33895437,4284.316876,237.5408316,"H"
"hisar",2,"B37 x R171",9.009029673,56.22707011,2561.662063,199.8110074,"H"
"hisar",2,"B37 x R177",8.173688528,54.71084953,4012.958957,203.5683982,"H"
"hisar",2,"B37 x R183",9.35959804,57.08487323,1432.281061,180.0689223,"H"
"hisar",2,"B37 x R187",9.982673579,51.15632563,2011.240425,217.8433529,"H"
"hisar",2,"B37 x R2",8.417735155,53.94126576,3241.821971,196.7518681,"H"
"hisar",2,"B37 x R21",7.734553644,56.40593874,1468.381318,178.5117162,"H"
"hisar",2,"B37 x R22",9.590929391,56.56776646,2066.417147,203.5177404,"H"
"hisar",2,"B37 x R3",8.805308301,56.92132645,1627.783307,184.9697085,"H"
"hisar",2,"B37 x R69",9.477854353,56.25081828,2445.35195,213.1387675,"H"
"hisar",2,"B37 x R70",9.940159521,58.02983733,2873.875973,212.7145797,"H"
"hisar",2,"B37 x R83",8.500131819,56.07459206,1777.090443,203.8441524,"H"
"hisar",2,"B37 x R9",6.49324554,64.32014223,672.600266,134.3964114,"H"
"hisar",2,"B3 x R11",8.676885049,52.20811096,2401.720499,190.5548509,"H"
"hisar",2,"B3 x R110",8.987673894,48.49924501,2742.133747,213.5826248,"H"
"hisar",2,"B3 x R115",9.924954815,52.24216188,3685.917384,220.2961604,"H"
"hisar",2,"B3 x R151",11.35992177,51.30904949,3008.067405,196.3882569,"H"
"hisar",2,"B3 x R157",9.680861672,54.02916485,2749.279085,216.2943131,"H"
"hisar",2,"B3 x R167",12.59179471,58.23013493,3856.135041,230.5024942,"H"
"hisar",2,"B3 x R171",9.589595742,54.23780079,2729.597813,205.8657111,"H"
"hisar",2,"B3 x R177",9.243862912,51.39203409,2868.738912,204.8192654,"H"
"hisar",2,"B3 x R183",10.30903479,50.37368802,3010.182501,199.0568982,"H"
"hisar",2,"B3 x R187",7.934608064,50.71628476,2606.485605,212.0654424,"H"
"hisar",2,"B3 x R2",9.602390579,53.59889536,3057.877538,196.4431039,"H"
"hisar",2,"B3 x R21",7.585231847,55.30257159,2085.744637,167.5088465,"H"
"hisar",2,"B3 x R22",9.743519676,54.28225341,4115.535617,211.9325741,"H"
"hisar",2,"B3 x R3",8.512143183,54.7232077,2100.931708,157.7951825,"H"
"hisar",2,"B3 x R69",9.621659246,53.39807876,2453.917548,216.6263197,"H"
"hisar",2,"B3 x R70",10.69344032,56.81771264,3259.161905,201.6474808,"H"
"hisar",2,"B3 x R75",8.477102005,54.51485372,2532.922296,171.2485456,"H"
"hisar",2,"B3 x R80",10.279563,59.228812,1932.797427,218.0390267,"H"
"hisar",2,"B3 x R83",8.848610671,51.55735935,3102.921867,203.535443,"H"
"hisar",2,"B3 x R9",8.133498723,52.33077032,3716.699412,207.4482849,"H"
"hisar",2,"B64 x R11",9.828629135,50.2811098,2644.992765,211.3615625,"H"
"hisar",2,"B64 x R110",11.98129218,49.04604812,2398.515334,202.744296,"H"
"hisar",2,"B64 x R115",10.3974027,53.71178598,2740.666286,210.4836971,"H"
"hisar",2,"B64 x R151",11.92050557,50.43886225,2802.934911,184.5563209,"H"
"hisar",2,"B64 x R157",11.35164794,48.81503201,2917.637391,214.8556601,"H"
"hisar",2,"B64 x R167",15.4018229,59.44453686,3215.621663,206.8729989,"H"
"hisar",2,"B64 x R171",11.63274854,50.84958506,2992.416575,198.9895518,"H"
"hisar",2,"B64 x R177",9.729814043,51.8889011,3092.460559,200.3423508,"H"
"hisar",2,"B64 x R183",10.20035675,49.61203575,3360.473539,218.9201449,"H"
"hisar",2,"B64 x R187",9.670139718,51.93422221,2000.790449,204.4834079,"H"
"hisar",2,"B64 x R2",11.53901174,54.47168853,2811.55304,196.9608394,"H"
"hisar",2,"B64 x R21",8.310671557,51.75256509,2342.924309,201.6561799,"H"
"hisar",2,"B64 x R22",11.21268937,52.97991383,2916.434619,194.3921653,"H"
"hisar",2,"B64 x R3",10.33791472,51.27653048,2835.841327,190.1397896,"H"
"hisar",2,"B64 x R69",8.5536151,54.55506611,2352.169156,187.8430432,"H"
"hisar",2,"B64 x R70",11.25457235,54.97696569,2322.99306,198.2638541,"H"
"hisar",2,"B64 x R75",12.20439531,54.13721041,3126.733457,200.4252172,"H"
"hisar",2,"B64 x R80",9.008018946,57.40755507,1837.05544,193.1040227,"H"
"hisar",2,"B64 x R83",11.90344167,54.37202309,2468.372305,217.0686074,"H"
"hisar",2,"B64 x R9",9.083729923,50.67719743,2099.365576,201.1362617,"H"
"hisar",2,"B65 x R11",9.291589176,47.38951601,2974.280442,182.2664899,"H"
"hisar",2,"B65 x R110",10.32944016,47.34748275,2454.095268,188.0958794,"H"
"hisar",2,"B65 x R115",8.455487487,51.80906156,2560.906206,193.387714,"H"
"hisar",2,"B65 x R151",11.01298487,48.89112656,2989.851293,186.4475609,"H"
"hisar",2,"B65 x R157",11.15714092,50.750414,3182.492062,200.656196,"H"
"hisar",2,"B65 x R167",13.8059151,57.3722329,3356.289801,228.3677131,"H"
"hisar",2,"B65 x R171",11.29700566,50.93419454,3361.617431,202.5514485,"H"
"hisar",2,"B65 x R177",10.33063974,48.78177839,4101.076673,208.8270514,"H"
"hisar",2,"B65 x R183",11.88305091,47.9807807,3564.294892,198.4698314,"H"
"hisar",2,"B65 x R187",9.312554468,47.82010585,2872.65156,214.9854651,"H"
"hisar",2,"B65 x R2",11.36617733,52.62401132,2941.292429,202.127825,"H"
"hisar",2,"B65 x R21",8.780140088,50.77376394,3117.170063,187.9888009,"H"
"hisar",2,"B65 x R22",10.19961708,50.89516352,2966.407523,197.3880022,"H"
"hisar",2,"B65 x R3",10.4955672,48.04999022,3618.68485,200.802939,"H"
"hisar",2,"B65 x R69",9.36176501,52.58494916,2583.001391,173.9197049,"H"
"hisar",2,"B65 x R70",10.72483655,50.89052072,3731.963245,215.9531675,"H"
"hisar",2,"B65 x R75",11.39216334,54.42784609,2996.997199,196.1989326,"H"
"hisar",2,"B65 x R80",10.39081351,52.3241883,3556.398068,212.940368,"H"
"hisar",2,"B65 x R83",8.603130581,50.20898506,1876.038173,196.3563378,"H"
"hisar",2,"B65 x R9",8.332539618,50.76961891,4769.643931,209.5330643,"H"
"hisar",2,"B86 x R11",7.702697045,53.77508202,1441.981757,189.863827,"H"
"hisar",2,"B86 x R110",9.224812766,54.41819495,1842.186637,210.8617861,"H"
"hisar",2,"B86 x R115",9.689422574,55.88741587,2415.085648,190.5872045,"H"
"hisar",2,"B86 x R151",10.33681729,53.21208168,2316.115418,207.6378611,"H"
"hisar",2,"B86 x R157",10.50278172,55.92588455,1676.702877,205.3704708,"H"
"hisar",2,"B86 x R171",9.967691994,54.74698599,2440.349875,199.8052798,"H"
"hisar",2,"B86 x R177",10.36716887,54.41394102,1888.325596,201.7572487,"H"
"hisar",2,"B86 x R2",10.4955898,47.94031071,3879.406803,200.7548016,"H"
"hisar",2,"B86 x R21",8.466756577,53.40029995,1611.539573,154.6274044,"H"
"hisar",2,"B86 x R22",10.6731927,54.58002393,2273.956307,212.0698342,"H"
"hisar",2,"B86 x R3",9.72256866,58.05462861,1750.84312,157.958452,"H"
"hisar",2,"B86 x R70",10.3528443,56.41309185,1718.473812,196.906992,"H"
"hisar",2,"B86 x R75",9.97681568,58.19576889,2193.780186,160.4712443,"H"
"hisar",2,"B86 x R80",9.464771172,53.88078147,2266.733822,205.8133203,"H"
"hisar",2,"B86 x R83",10.69736024,57.44331724,1240.267526,202.0709488,"H"
"hisar",2,"B86 x R9",7.749691071,53.86519918,1900.337403,208.2251732,"H"
"hisar",2,"B96 x R11",9.395670437,46.37030009,3009.321061,211.3255223,"H"
"hisar",2,"B96 x R110",11.08102008,54.8279293,3680.166014,206.3114148,"H"
"hisar",2,"B96 x R115",10.23101133,55.6781999,2307.314483,200.801692,"H"
"hisar",2,"B96 x R151",12.22729242,49.80860769,2634.128156,189.4311205,"H"
"hisar",2,"B96 x R157",12.81188935,55.36782099,2915.764302,204.2830067,"H"
"hisar",2,"B96 x R167",14.957708,57.04472775,3626.096253,223.7721917,"H"
"hisar",2,"B96 x R171",10.60163426,55.28711942,2787.85173,203.217697,"H"
"hisar",2,"B96 x R177",13.50624892,53.23698463,2757.123445,197.9222002,"H"
"hisar",2,"B96 x R183",11.99443709,52.89377403,2083.464548,201.6823709,"H"
"hisar",2,"B96 x R187",10.39787685,49.7917654,2322.947411,205.0653984,"H"
"hisar",2,"B96 x R2",12.76661721,56.73712646,2785.936735,212.1148395,"H"
"hisar",2,"B96 x R21",8.14239374,52.50346171,2223.260861,177.7816124,"H"
"hisar",2,"B96 x R22",10.53578745,55.49161211,2753.13024,206.7528128,"H"
"hisar",2,"B96 x R3",10.18980304,55.20415655,2521.887114,162.0234447,"H"
"hisar",2,"B96 x R69",11.85477458,54.75055507,2894.599241,198.3616306,"H"
"hisar",2,"B96 x R70",11.5066693,50.83147612,2840.208532,218.7635405,"H"
"hisar",2,"B96 x R75",12.0512422,55.50404468,2343.939108,146.7826,"H"
"hisar",2,"B96 x R80",8.659290832,54.46589734,1226.590399,196.9322955,"H"
"hisar",2,"B96 x R83",10.78452916,57.69869347,1482.952274,192.1408274,"H"
"hisar",2,"B96 x R9",9.963517311,53.54735384,3493.86766,216.4682584,"H"
"ICRISAT",3,"B108 x R11",9.011734598,46.20488906,4036.430354,169.9283433,"H"
"ICRISAT",3,"B108 x R110",11.82106967,48.89003537,5082.659997,197.3130073,"H"
"ICRISAT",3,"B108 x R115",9.859023273,52.54263939,5276.974513,187.404403,"H"
"ICRISAT",3,"B108 x R151",12.69431527,48.93493427,5404.302855,211.7159808,"H"
"ICRISAT",3,"B108 x R157",10.60706031,51.0154003,5383.487718,211.4791496,"H"
"ICRISAT",3,"B108 x R167",12.16988502,53.89974714,5245.434055,229.3173995,"H"
"ICRISAT",3,"B108 x R171",11.76062306,53.16255519,4412.674457,220.0081652,"H"
"ICRISAT",3,"B108 x R177",9.26387025,50.73600809,5750.696997,206.3004775,"H"
"ICRISAT",3,"B108 x R183",12.0420148,49.79143101,4223.578534,203.0493413,"H"
"ICRISAT",3,"B108 x R187",10.35487728,52.04576544,2610.030106,207.3047877,"H"
"ICRISAT",3,"B108 x R2",10.82185694,49.41714064,4980.296648,185.9116302,"H"
"ICRISAT",3,"B108 x R21",6.353719908,50.55705399,3459.786487,152.4888267,"H"
"ICRISAT",3,"B108 x R3",12.49044647,49.07246476,3842.08359,151.3727405,"H"
"ICRISAT",3,"B108 x R69",10.93702558,52.93538523,5334.868034,218.7395297,"H"
"ICRISAT",3,"B108 x R70",9.20424334,52.59285544,5268.180771,210.6425243,"H"
"ICRISAT",3,"B108 x R75",10.91839099,50.76267915,3945.775983,166.6178137,"H"
"ICRISAT",3,"B108 x R80",12.58831192,51.60315693,2769.838766,200.9585658,"H"
"ICRISAT",3,"B108 x R9",13.06492685,46.23221204,4463.13882,187.0941652,"H"
"ICRISAT",3,"B110 x R11",11.13098644,46.79775711,4717.654936,176.6628954,"H"
"ICRISAT",3,"B110 x R110",13.01980383,52.42523384,6372.729443,227.0944902,"H"
"ICRISAT",3,"B110 x R115",11.29679069,57.439988,5711.395421,227.640059,"H"
"ICRISAT",3,"B110 x R151",14.97798554,48.40990862,3527.963567,212.0585189,"H"
"ICRISAT",3,"B110 x R157",14.20594751,51.77984856,5730.174624,228.4181363,"H"
"ICRISAT",3,"B110 x R167",13.16574274,60.52093329,6149.281354,254.0877109,"H"
"ICRISAT",3,"B110 x R171",12.68630438,55.94826368,5878.560904,230.8040544,"H"
"ICRISAT",3,"B110 x R177",11.49299144,47.47961607,3256.671442,194.4678395,"H"
"ICRISAT",3,"B110 x R2",13.2665577,54.26192325,5501.222237,217.9249255,"H"
"ICRISAT",3,"B110 x R21",8.694354552,52.51227289,4357.511181,178.1516476,"H"
"ICRISAT",3,"B110 x R22",12.64100928,54.39987284,4997.168659,226.362027,"H"
"ICRISAT",3,"B110 x R3",11.36097895,52.71302366,4034.069151,155.2655151,"H"
"ICRISAT",3,"B110 x R69",13.06253841,57.58505936,5764.192425,242.5393461,"H"
"ICRISAT",3,"B110 x R70",10.6363909,58.26053302,5807.613359,232.3837101,"H"
"ICRISAT",3,"B110 x R80",17.43593531,54.56361151,3016.321327,228.3221035,"H"
"ICRISAT",3,"B110 x R83",9.23867191,49.96544761,4374.567818,188.1761572,"H"
"ICRISAT",3,"B110 x R9",9.199881386,52.54785911,5979.663867,195.891082,"H"
"ICRISAT",3,"B130 x R11",11.68168834,46.19644611,3942.967729,166.7232214,"H"
"ICRISAT",3,"B130 x R110",12.81575367,50.77721292,5163.891862,191.44183,"H"
"ICRISAT",3,"B130 x R115",11.11393156,48.46010787,5694.117838,194.7189138,"H"
"ICRISAT",3,"B130 x R151",14.75280669,46.31074903,4846.357582,178.927477,"H"
"ICRISAT",3,"B130 x R157",13.58268697,48.46915495,5213.097837,198.9150962,"H"
"ICRISAT",3,"B130 x R167",12.27638534,59.46101611,7458.861688,231.6463978,"H"
"ICRISAT",3,"B130 x R171",10.72142409,49.17990948,4873.081653,210.8154629,"H"
"ICRISAT",3,"B130 x R177",10.31821733,48.90007893,5179.608536,184.4563523,"H"
"ICRISAT",3,"B130 x R183",14.56927401,48.33035635,4177.313623,196.0102146,"H"
"ICRISAT",3,"B130 x R187",12.45589919,47.72930861,4201.055958,199.2005503,"H"
"ICRISAT",3,"B130 x R2",10.12944471,52.67828454,4219.971345,198.2897222,"H"
"ICRISAT",3,"B130 x R21",8.925284859,49.24919484,3359.224315,147.4905792,"H"
"ICRISAT",3,"B130 x R22",11.55755874,50.65559897,5572.940289,202.8298597,"H"
"ICRISAT",3,"B130 x R3",9.83754466,52.49987771,4009.298718,155.2712169,"H"
"ICRISAT",3,"B130 x R69",11.882296,55.72708564,5390.045404,223.5018947,"H"
"ICRISAT",3,"B130 x R70",11.37684951,53.54686907,5232.625521,208.4022025,"H"
"ICRISAT",3,"B130 x R75",10.07821516,52.65635376,3449.412695,154.6537586,"H"
"ICRISAT",3,"B130 x R80",10.65176983,50.72070443,4709.307555,198.6516914,"H"
"ICRISAT",3,"B130 x R83",11.05692085,53.0745666,4888.449538,193.1419154,"H"
"ICRISAT",3,"B130 x R9",11.22649334,47.81354286,3957.315182,185.1535484,"H"
"ICRISAT",3,"B159 x R11",11.86232005,40.85882487,3384.147537,138.9833348,"H"
"ICRISAT",3,"B159 x R110",14.7378634,49.28759432,4399.082985,172.4576391,"H"
"ICRISAT",3,"B159 x R115",13.34796148,47.10881513,5351.598592,187.713766,"H"
"ICRISAT",3,"B159 x R151",14.21153097,48.15175896,3291.757132,168.8221998,"H"
"ICRISAT",3,"B159 x R157",15.7972049,48.60657626,2939.55052,171.7844672,"H"
"ICRISAT",3,"B159 x R167",11.36174871,59.63018042,6568.534347,235.2388408,"H"
"ICRISAT",3,"B159 x R171",14.63532239,47.64279119,4792.241892,183.7655277,"H"
"ICRISAT",3,"B159 x R177",11.46762885,46.61984998,5226.373793,190.6324656,"H"
"ICRISAT",3,"B159 x R183",14.59190553,48.85504545,4916.775345,161.6875097,"H"
"ICRISAT",3,"B159 x R187",13.19774059,47.10297683,4081.781346,208.1591648,"H"
"ICRISAT",3,"B159 x R2",15.63308355,51.90135591,5589.829239,209.8121238,"H"
"ICRISAT",3,"B159 x R21",10.81984676,47.1138596,5091.476036,178.0925941,"H"
"ICRISAT",3,"B159 x R22",13.90528346,48.4009051,5817.126414,182.8287367,"H"
"ICRISAT",3,"B159 x R3",14.75017227,46.11472671,4461.520247,187.6614408,"H"
"ICRISAT",3,"B159 x R69",14.93854182,54.45646785,4525.343494,189.8915451,"H"
"ICRISAT",3,"B159 x R70",11.8154579,52.58405059,5837.364936,190.7940714,"H"
"ICRISAT",3,"B159 x R75",15.77046455,50.95710508,5404.436054,191.2236918,"H"
"ICRISAT",3,"B159 x R80",15.53426542,47.45851933,3295.112604,193.7377132,"H"
"ICRISAT",3,"B159 x R83",14.40615348,48.9293701,5221.431779,175.6656312,"H"
"ICRISAT",3,"B159 x R9",10.58096914,46.97105151,5653.647173,163.3733354,"H"
"ICRISAT",3,"B169 x R11",10.71360501,39.50533128,3818.84278,144.7159163,"H"
"ICRISAT",3,"B169 x R110",14.20202183,50.64169441,4282.101484,187.4517937,"H"
"ICRISAT",3,"B169 x R115",11.99419315,47.92057863,4467.602813,176.8284409,"H"
"ICRISAT",3,"B169 x R151",13.17774223,45.07716882,4112.534583,179.551168,"H"
"ICRISAT",3,"B169 x R157",13.79516096,46.94366535,4436.564503,183.4133967,"H"
"ICRISAT",3,"B169 x R171",12.47688703,46.34754711,5172.987363,195.3284741,"H"
"ICRISAT",3,"B169 x R177",11.23003771,45.48706405,4803.59643,184.8112409,"H"
"ICRISAT",3,"B169 x R183",12.28126706,42.63375862,3860.511186,152.4595961,"H"
"ICRISAT",3,"B169 x R187",13.00278792,47.15543838,4437.89327,177.9803931,"H"
"ICRISAT",3,"B169 x R2",13.14275525,49.81679942,5019.713696,188.2092685,"H"
"ICRISAT",3,"B169 x R21",9.435666814,46.75759149,5317.093341,189.4480351,"H"
"ICRISAT",3,"B169 x R3",13.61455986,49.49969206,5352.338832,208.2641317,"H"
"ICRISAT",3,"B169 x R69",11.96919795,52.6154534,5727.067115,214.4309408,"H"
"ICRISAT",3,"B169 x R70",12.96716081,54.29714089,3714.428255,206.4668282,"H"
"ICRISAT",3,"B169 x R83",12.17852766,51.57662471,5714.013326,195.281004,"H"
"ICRISAT",3,"B169 x R9",8.638046797,46.15141225,4041.673071,165.3939828,"H"
"ICRISAT",3,"B191 x R110",14.55301397,50.80041684,4659.919375,186.0980396,"H"
"ICRISAT",3,"B191 x R115",11.80148781,52.58249266,5826.647042,204.2620575,"H"
"ICRISAT",3,"B191 x R151",15.69883545,48.39687606,4482.386726,198.6439783,"H"
"ICRISAT",3,"B191 x R167",14.36410836,58.88174992,6254.500526,217.2863007,"H"
"ICRISAT",3,"B191 x R171",13.39822439,53.04070013,5191.911999,230.4006577,"H"
"ICRISAT",3,"B191 x R183",13.96686789,50.53145778,4903.753117,205.0509333,"H"
"ICRISAT",3,"B191 x R2",15.02008742,57.64861747,1033.951972,202.5766783,"H"
"ICRISAT",3,"B191 x R21",13.32674388,52.59299536,4189.759148,205.0018365,"H"
"ICRISAT",3,"B191 x R22",12.52474259,51.36566607,5769.849595,192.232599,"H"
"ICRISAT",3,"B191 x R3",13.13222214,52.53536083,2673.837362,147.4233069,"H"
"ICRISAT",3,"B191 x R69",14.90196635,53.88584118,6323.407225,221.3697705,"H"
"ICRISAT",3,"B191 x R70",13.43646937,52.7866894,4963.75521,207.5027433,"H"
"ICRISAT",3,"B191 x R75",12.79842733,50.95825726,3404.318893,143.3747823,"H"
"ICRISAT",3,"B191 x R80",13.4929278,50.13113588,3888.7715,214.5355979,"H"
"ICRISAT",3,"B191 x R9",10.77866604,49.21731487,4852.280621,185.897969,"H"
"ICRISAT",3,"B24 x R11",9.890735607,39.80639941,3411.163457,138.0978225,"H"
"ICRISAT",3,"B24 x R110",12.74734902,42.73122257,4017.794182,157.048218,"H"
"ICRISAT",3,"B24 x R115",10.42637285,45.85016576,4544.04548,163.0073608,"H"
"ICRISAT",3,"B24 x R151",13.72995133,41.93294518,4080.454651,152.7855225,"H"
"ICRISAT",3,"B24 x R157",10.62827889,46.02209629,4241.14863,172.832269,"H"
"ICRISAT",3,"B24 x R167",13.52761209,52.65683759,5143.16392,203.528719,"H"
"ICRISAT",3,"B24 x R171",12.13709241,45.9801648,4376.275082,184.7726474,"H"
"ICRISAT",3,"B24 x R177",10.82831984,44.45728729,3286.632754,148.9449643,"H"
"ICRISAT",3,"B24 x R183",12.03356133,43.9507037,3538.172816,144.2891506,"H"
"ICRISAT",3,"B24 x R187",11.89915358,46.19370711,3837.696497,165.2110941,"H"
"ICRISAT",3,"B24 x R2",12.71122702,46.84602689,4419.709902,165.1379719,"H"
"ICRISAT",3,"B24 x R21",8.054887215,43.55979275,2859.854566,122.1046334,"H"
"ICRISAT",3,"B24 x R22",11.04515175,46.1303704,4722.12782,171.7953293,"H"
"ICRISAT",3,"B24 x R3",11.77300487,46.15403443,2960.904308,132.6381625,"H"
"ICRISAT",3,"B24 x R69",12.66996132,48.46444005,4791.95656,182.7932619,"H"
"ICRISAT",3,"B24 x R70",9.273615782,47.69927301,4017.992552,167.6462553,"H"
"ICRISAT",3,"B24 x R75",9.950002727,46.69866414,3685.305692,130.8876,"H"
"ICRISAT",3,"B24 x R80",12.52069191,46.67988811,3401.109124,163.151215,"H"
"ICRISAT",3,"B24 x R83",11.68871181,47.22811882,4490.226746,158.2871769,"H"
"ICRISAT",3,"B24 x R9",9.26279349,45.25277387,3790.594911,149.3298874,"H"
"ICRISAT",3,"B37 x R115",10.04340918,51.1265705,4825.261151,201.1232685,"H"
"ICRISAT",3,"B37 x R167",11.63777284,55.49167095,6090.362709,240.6290731,"H"
"ICRISAT",3,"B37 x R171",11.53917772,50.48965488,5207.204085,216.8458472,"H"
"ICRISAT",3,"B37 x R177",8.874048454,50.16345496,4584.013484,198.718386,"H"
"ICRISAT",3,"B37 x R183",12.46595487,50.94926657,3640.320232,177.780714,"H"
"ICRISAT",3,"B37 x R187",9.918935296,46.19365447,4265.127366,181.1895182,"H"
"ICRISAT",3,"B37 x R2",10.51815118,48.892891,5842.784805,195.6207904,"H"
"ICRISAT",3,"B37 x R21",7.810764341,50.95932828,3614.933491,155.4569396,"H"
"ICRISAT",3,"B37 x R22",10.59570901,48.20820315,4451.617554,185.6196701,"H"
"ICRISAT",3,"B37 x R3",9.430231453,52.56338564,3804.466904,170.0046924,"H"
"ICRISAT",3,"B37 x R69",11.17607177,52.78603179,5612.755862,215.7296894,"H"
"ICRISAT",3,"B37 x R70",10.0528044,53.45023921,4384.117389,195.415385,"H"
"ICRISAT",3,"B37 x R83",10.34962265,52.15253863,4878.1292,188.9278931,"H"
"ICRISAT",3,"B37 x R9",8.395419198,49.3423725,4014.197448,168.9732343,"H"
"ICRISAT",3,"B3 x R11",10.40636163,45.76485529,3612.96231,155.4852243,"H"
"ICRISAT",3,"B3 x R110",11.54262347,46.41647841,4485.064316,168.2123867,"H"
"ICRISAT",3,"B3 x R115",10.67281939,47.43223231,4524.114984,179.6243668,"H"
"ICRISAT",3,"B3 x R151",13.06270824,46.4815007,4876.513135,175.1023558,"H"
"ICRISAT",3,"B3 x R157",10.9064569,46.45214798,4553.254872,186.8881789,"H"
"ICRISAT",3,"B3 x R167",11.97515136,55.25300923,6091.526499,224.8596772,"H"
"ICRISAT",3,"B3 x R171",10.42051494,45.74830368,4834.86719,189.5680918,"H"
"ICRISAT",3,"B3 x R177",11.20660459,46.14619551,4208.077624,172.3712856,"H"
"ICRISAT",3,"B3 x R183",11.20644943,46.09224275,4229.614214,164.9500282,"H"
"ICRISAT",3,"B3 x R187",11.15512654,46.02347682,3556.287275,167.6314592,"H"
"ICRISAT",3,"B3 x R2",11.84533316,48.55742259,5005.822475,186.2080806,"H"
"ICRISAT",3,"B3 x R21",7.447313364,45.89231105,3674.644437,142.6575542,"H"
"ICRISAT",3,"B3 x R22",10.65403816,46.98032302,4817.574019,187.8364983,"H"
"ICRISAT",3,"B3 x R3",11.04353154,47.64718197,3782.468036,147.5174136,"H"
"ICRISAT",3,"B3 x R69",11.152921,49.82050991,4962.246196,206.895087,"H"
"ICRISAT",3,"B3 x R70",9.765441117,49.12935793,4691.387499,185.6463558,"H"
"ICRISAT",3,"B3 x R75",10.57603083,50.02199629,3717.335035,156.5195084,"H"
"ICRISAT",3,"B3 x R80",12.81797271,48.0425205,4102.496082,183.0238664,"H"
"ICRISAT",3,"B3 x R83",10.60633221,47.27466205,5145.494181,188.5780843,"H"
"ICRISAT",3,"B3 x R9",8.935350664,49.82907274,4690.726811,170.1771195,"H"
"ICRISAT",3,"B64 x R11",11.07792926,38.88705266,3152.517074,162.3194918,"H"
"ICRISAT",3,"B64 x R110",14.03728502,45.86235871,4390.900509,172.9360717,"H"
"ICRISAT",3,"B64 x R115",11.53674563,45.67440849,4820.901793,181.2005049,"H"
"ICRISAT",3,"B64 x R151",14.62997911,42.95181915,4132.309345,153.602808,"H"
"ICRISAT",3,"B64 x R157",14.42739222,45.99479922,4658.221607,175.1697156,"H"
"ICRISAT",3,"B64 x R167",13.97818895,54.09796838,2487.652773,227.2198384,"H"
"ICRISAT",3,"B64 x R171",13.6644855,46.17439438,4951.104797,186.8490302,"H"
