factor(popChk)Z1 factor(popChk)Z2 factor(popChk)Z3 factor(popChk)Z4
1.646451 -0.1469224 0.05451912 -0.2126271
1.495248 -0.6833357 -0.008562538 0.08258452
1.759332 -1.275217 -0.1667908 -0.2541264
1.735047 -1.596049 -0.1159099 -0.3031571
2.004866 -1.465475 -0.2914627 -0.192058
1.823911 -1.610207 -0.05193747 -0.1325852
1.761451 -1.106223 -0.1314622 -0.32961
1.568385 -1.155524 0.01476528 -0.04766884
1.510195 -1.462491 -0.07931105 -0.3566756
1.759293 -1.245184 -0.06713399 0.005485327
2.186032 -1.435586 -0.3074464 -0.460528
2.709942 -1.761869 -0.08534326 -0.3038257
2.652889 -1.603127 -0.1157127 -0.4182926
3.158042 -1.916124 -0.2310106 -0.3888108
3.09471 -2.377224 -0.2729766 -0.2774563
2.838219 -1.947002 -0.1737577 -0.252999
2.764422 -2.044722 -0.03651509 -0.327459
2.491803 -1.907104 -0.2876761 -0.3264008
2.349983 -1.675341 -0.2436357 -0.4124014
2.303764 -1.586201 -0.1456369 -0.3421373
2.367216 -1.222526 -0.0746755 -0.3978124
2.006893 -0.9772066 -0.1956997 -0.4485599
2.04705 -1.05431 -0.1944543 -0.4830677
2.13355 -1.162668 -0.1961206 -0.3960027
1.932764 -1.20042 -0.1883609 -0.4809813
1.91939 -1.348687 -0.1530172 -0.4289381
1.775218 -1.380652 -0.1800049 -0.4026134
1.914273 -1.418005 -0.1107425 -0.400864
2.029074 -1.515648 -0.1052386 -0.3946872
1.988098 -1.298292 -0.1038176 -0.265251
2.108695 -1.162211 -0.07652009 -0.1471295
2.361163 -0.9563077 -0.1761682 -0.189241
2.359226 -1.245111 -0.1273183 -0.2579389
2.326798 -1.044237 -0.1294381 -0.3181888
2.301172 -0.8276077 -0.1184874 -0.4923953
2.589109 -0.4475626 -0.03131653 -0.3588014
2.865202 -0.5548489 -0.1361007 -0.4536936
3.547173 -0.6128402 -0.1967538 -0.2840143
3.702393 -0.2218105 -0.2782195 -0.4507996
3.311826 -0.0600492 -0.1018241 -0.4610741
3.41127 -0.2283987 -0.1401407 -0.4244502
3.214307 -0.5740325 -0.1241303 -0.4864045
3.233239 -0.1083982 -0.08117579 -0.3564829
3.481984 -0.04397506 0.06448979 -0.2879454
3.809803 -0.1333993 -0.1600678 -0.233566
3.855846 0.2083556 -0.1194866 -0.2532955
3.942705 0.2368428 -0.07202527 -0.3136896
3.545974 0.3735239 -0.1660879 -0.3897436
3.413444 0.5234216 -0.1663202 -0.2269715
3.536467 0.01185654 -0.05385806 -0.2481597
3.65951 -0.05630764 -0.08994258 -0.2232475
3.596218 -0.3183011 -0.04514302 -0.2182855
3.399241 -0.8928657 -0.05274838 -0.2937443
3.356564 -0.7742211 -0.1266045 -0.3310074
3.689005 -0.8272413 -0.1407903 -0.3113984
3.692634 -0.6733522 -0.1526158 -0.1346136
3.862343 -1.198894 -0.1202221 -0.4677746
3.652153 -1.345239 -0.004448165 -0.2659337
3.580891 -1.27603 -0.2115083 -0.4902294
4.01143 -1.105002 -0.069772 -0.3790831
4.214859 -1.246436 -0.176168 -0.2709262
4.104132 -1.014398 -0.09110916 -0.2219158
4.053001 -0.795533 -0.1840048 -0.2693598
4.254153 -0.5586174 -0.292741 -0.4526734
4.239313 -0.9934459 -0.1531825 -0.2132666
4.309525 -0.7900682 -0.2023823 -0.3381449
3.559869 -0.5485485 -0.1730375 -0.3447447
3.20863 -0.833683 -0.05654639 -0.3176956
2.939553 -1.055126 -0.1474646 -0.410356
2.816319 -1.018175 -0.1604934 -0.1624429
2.966329 -0.5398439 -0.2408398 -0.2755439
2.899907 -0.5291313 -0.1453569 -0.4908151
3.244319 -0.08864301 -0.1511539 -0.4385386
3.275904 0.3524195 -0.2405216 -0.453828
3.233546 0.6929758 -0.2185652 -0.1910848
3.608107 0.4160779 -0.1192957 -0.1629347
3.290991 0.3350645 -0.1065283 -0.1787234
3.6529 0.4704558 -0.08767438 -0.3417933
3.829292 0.4649404 -0.1731809 -0.33707
3.693652 0.6818908 0.02034503 -0.3630322
3.635469 0.07691314 -0.07145273 -0.2962387
3.565015 0.4851628 -0.2412039 -0.2218184
3.989908 0.1961643 -0.2500232 -0.3375178
4.298176 0.3679784 -0.128175 -0.3988902
4.497105 0.4317081 -0.2008288 -0.3800447
4.771026 0.1218556 -0.1586176 -0.4783103
4.607215 0.2997563 -0.2512408 -0.4035729
4.703437 0.3750423 -0.1963192 -0.3826239
4.737945 0.09772533 -0.1736941 -0.4972333
4.917151 0.09227744 -0.151227 -0.5053758
4.826245 0.1685938 -0.2189261 -0.40547
4.766267 0.071555 -0.2052835 -0.3979351
4.885526 0.1218825 -0.2070399 -0.4374762
5.019035 0.4260276 -0.108212 -0.2921224
5.055886 0.1482818 -0.09298358 -0.4637232
5.170943 0.3444451 -0.09073668 -0.2823303
5.170794 0.2133458 -0.1929933 -0.1998706
4.940717 0.1424976 -0.07329094 -0.2686388
5.183128 0.4500395 -0.1111374 -0.3566264
5.225829 0.4264314 -0.2554613 -0.3718404
5.066544 0.2265482 -0.1068044 -0.3713574
5.311182 -0.02672029 -0.3274836 -0.2289282
4.915559 0.1540367 -0.05163887 -0.3917431
4.783347 -0.2475521 -0.259923 -0.2664741
5.104102 -0.2780317 -0.2775118 -0.3435617
5.47311 -0.9675622 0.01848123 -0.1252181
5.347862 -0.4800591 -0.06578616 -0.3224218
5.369734 -0.850413 -0.0310195 -0.2576679
5.549872 -0.3070045 -0.1564227 -0.4602415
5.183858 -0.2039638 -0.07166738 -0.2998234
5.035652 1.109797e-05 0.02745576 -0.2752522
5.450536 -0.4750088 -0.09056986 -0.1768344
5.375272 -0.9532475 -0.1348453 -0.2233636
5.395609 -1.005082 -0.1459093 -0.3065183
5.309915 -1.065555 -0.1769655 -0.4313328
5.427577 -1.042913 -0.2287048 -0.3656238
5.181605 -1.062383 -0.3269126 -0.419699
5.024825 -0.9469647 -0.2726692 -0.399431
4.927986 -1.229529 -0.2759119 -0.4659344
5.030662 -1.107491 -0.2433271 -0.2472898
4.730611 -1.463211 -0.1320308 -0.4067222
4.649571 -1.545083 -0.2913266 -0.1918368
4.227325 -1.68649 -0.220977 -0.4669132
4.294735 -1.848222 -0.2919061 -0.5531715
4.339206 -2.014287 -0.2634499 -0.5707413
4.354858 -2.060686 -0.2603135 -0.3873887
4.380349 -2.082043 -0.1993798 -0.3761153
4.381554 -2.490038 -0.1562084 -0.5223407
4.048916 -2.596189 -0.3668652 -0.3497542
3.740355 -2.742582 -0.26487 -0.4120282
3.45131 -3.58521 -0.1863333 -0.3011687
3.309508 -3.277739 -0.3547367 -0.4759391
3.14342 -3.501945 -0.2286266 -0.4775851
3.236986 -3.764017 -0.08936266 -0.2159366
3.799807 -3.529765 -0.1104993 -0.6499548
3.669853 -3.928481 0.02954991 -0.5236253
3.721453 -3.95263 -0.1556864 -0.4585126
3.445562 -4.330687 -0.2309218 -0.3913594
3.380702 -4.066128 -0.1940752 -0.4303586
3.548336 -4.061797 -0.08775573 -0.2321215
3.63001 -3.985727 -0.07982336 -0.4835025
3.901444 -3.627131 -0.03960366 -0.1958355
3.899915 -3.552861 -0.09420107 -0.2185413
3.569149 -3.90181 -0.07765414 -0.341472
3.529262 -4.571326 -0.1179726 -0.3720524
3.212845 -4.808268 -0.2263368 -0.2881351
3.312892 -4.884911 -0.2262972 -0.4241455
3.310277 -4.994843 -0.08673342 -0.414612
3.361886 -4.632623 -0.1336806 -0.2335151
3.6 -4.708803 -0.03909815 -0.2606113
3.50405 -5.177738 -0.07374379 -0.2403787
3.658926 -5.393881 -0.04303207 -0.1766989
3.694287 -5.041014 -0.06689047 -0.3532674
4.030001 -5.193575 -0.02228023 -0.2319936
4.013047 -4.714932 -0.02919102 -0.2958676
4.010591 -4.898682 -0.08463841 -0.44386
3.970141 -4.525889 -0.1994329 -0.1886699
3.89436 -4.678385 -0.1603619 -0.2816229
3.846049 -4.667926 -0.07025376 -0.26408
3.74699 -4.777171 -0.1930105 -0.5647601
3.844461 -4.491047 -0.1430369 -0.2680213
3.813352 -4.328999 -0.1632359 -0.328694
3.88645 -4.354138 -0.1439668 -0.4577159
3.804747 -4.36927 -0.1459795 -0.427541
3.832442 -4.314364 -0.130971 -0.3523979
3.676588 -4.302927 -0.1864793 -0.3811711
3.816603 -4.281027 -0.1654661 -0.3231416
3.901618 -4.596421 -0.111304 -0.2114287
3.744326 -4.373423 -0.1630132 -0.2373867
3.524688 -4.5155 -0.2183356 -0.2477326
3.449075 -4.61725 -0.01970626 -0.4580589
3.351757 -4.790562 -0.1879125 -0.450474
3.539987 -4.906122 -0.1135221 -0.3312504
3.806103 -5.718455 -0.1883236 -0.4094355
3.382621 -5.812954 -0.248957 -0.3584135
3.500995 -5.874668 -0.2117508 -0.3150173
3.653759 -5.738639 -0.2500084 -0.2662849
3.636112 -5.531007 -0.1538165 -0.3052148
3.748563 -5.082735 -0.2984174 -0.3317182
3.952532 -5.337934 -0.194159 -0.2926241
3.82627 -5.138752 -0.1102896 -0.3021412
3.633291 -5.353075 -0.1328476 -0.1811979
3.638436 -5.533503 -0.1495699 -0.1331953
3.343878 -5.528433 -0.1965143 -0.4520477
3.67946 -5.532101 -0.231179 -0.3888233
4.157472 -5.322559 -0.1511107 -0.2381685
4.091921 -5.453944 -0.0867825 -0.3531125
4.169589 -5.5257 -0.0514191 -0.2053664
4.012078 -5.600305 -0.1101679 -0.1606697
3.972178 -5.693308 -0.1591576 -0.2005757
4.143013 -5.443694 -0.1036753 -0.4474958
3.920629 -5.306511 -0.2721192 -0.1752805
4.152526 -5.468636 -0.1500564 -0.5434101
3.952749 -4.61664 -0.03554663 -0.4235127
4.034189 -4.568045 -0.2261741 -0.4603237
3.794277 -4.67869 -0.01761732 -0.4724698
4.054797 -4.93311 -0.2994176 -0.3716141
3.930207 -5.281614 -0.009876161 -0.2322364
3.616128 -4.797592 -0.05770156 -0.172945
3.523407 -4.35859 -0.04507232 -0.2863572
3.144759 -4.146833 -0.2025976 -0.5145206
3.115907 -4.069703 -0.1209578 -0.3810225
2.949714 -4.126316 -0.1285579 -0.04429726
2.914857 -4.059095 -0.2524885 -0.2137658
3.110498 -3.988495 -0.1730177 -0.2140467
3.216639 -4.050128 -0.1378639 -0.3147269
3.490168 -3.934659 -0.07254858 -0.2202484
3.700206 -3.834245 -0.08849163 -0.06426339
4.005491 -3.246937 -0.2386426 -0.4213535
3.960617 -3.857989 -0.04054138 -0.1800879
3.994829 -4.261374 -0.2161012 -0.2803075
3.919318 -4.446779 -0.09613827 -0.4058518
4.344862 -4.580401 -0.146893 -0.5883008
4.641492 -4.526293 -0.1645322 -0.2259258
4.787715 -4.62251 -0.1645873 -0.5003288
4.658281 -4.267142 -0.2670265 -0.3729265
4.783973 -4.088953 -0.1786573 -0.3967502
4.989604 -4.466522 -0.03337152 -0.4565661
5.125124 -4.358685 -0.2049647 -0.3658244
4.905261 -4.469011 -0.1422273 -0.4471208
4.880199 -4.254707 -0.1016036 -0.5254765
4.885179 -4.248965 -0.2039618 -0.3903569
5.132237 -4.478275 -0.2021124 -0.2650705
5.031868 -3.877891 -0.2910064 -0.376115
5.021915 -3.909533 -0.1717903 -0.3574735
4.817706 -3.78244 -0.1824581 -0.3073448
4.941226 -3.827383 -0.1601916 -0.4708072
5.018147 -3.82627 -0.1489974 -0.3853288
4.859269 -4.141546 -0.2893652 -0.4809153
4.734288 -4.353844 -0.1763108 -0.4468568
4.844536 -4.088622 -0.1473679 -0.5219961
4.992178 -4.011061 -0.0758175 -0.452977
4.874879 -4.096966 -0.1860404 -0.4861306
5.25419 -4.286615 -0.03556993 -0.0992775
5.025483 -4.577346 -0.09813847 -0.3051153
5.132429 -4.622807 -0.1356868 -0.4242332
4.900804 -4.494981 -0.1494753 -0.2846158
4.794736 -4.301612 -0.1654655 -0.1975637
5.076684 -4.3311 -0.1878016 -0.2186243
5.002652 -4.765594 -0.1952669 -0.4123353
4.865722 -5.164692 -0.0708028 -0.3309843
5.212615 -5.229935 -0.1490544 -0.4466952
5.258569 -5.310246 -0.1905242 -0.3897006
5.277149 -5.251766 -0.1763079 -0.229686
5.441104 -4.40881 -0.1389553 -0.1756327
5.516255 -4.681618 -0.3403649 -0.2544064
5.780185 -4.553633 -0.2477845 -0.3515945
5.608983 -4.550333 -0.1813515 -0.601793
5.439893 -4.480587 -0.1905189 -0.2848092
5.822194 -4.491558 -0.06879908 -0.5091388
5.961852 -5.011416 -0.1989827 -0.3999432
6.105072 -5.450951 -0.1915092 -0.3884573
5.992476 -5.53695 -0.2845013 -0.4953963
5.885514 -6.015794 -0.2348692 -0.2685701
6.324444 -6.233682 -0.2309147 -0.471264
6.166007 -6.254137 -0.1968956 -0.4252458
6.301921 -5.968494 -0.001166812 -0.2689344
6.2901 -5.34947 -0.2324065 -0.2557592
6.377516 -5.486538 -0.1728941 -0.331922
6.502899 -4.924673 -0.05999931 -0.3900843
6.124105 -4.449331 -0.03814193 -0.4808976
6.536216 -4.403051 -0.2525766 -0.4759164
6.558284 -4.531297 -0.1660448 -0.202985
6.493731 -4.172031 -0.2081117 -0.3258769
6.54405 -4.160691 -0.1662797 -0.3069631
6.495685 -4.299257 -0.2431399 -0.3154086
6.177789 -3.950836 -0.1768517 -0.4230844
6.390116 -4.173502 -0.2539089 -0.162598
6.726657 -3.95982 -0.05261357 -0.2459021
6.36753 -4.082184 -0.2124706 -0.3870882
6.407199 -4.215723 -0.1037568 -0.3216587
6.466414 -4.518718 -0.04812292 -0.2466581
6.550853 -3.997414 -0.07402783 -0.2161746
6.636895 -4.270797 -0.1396406 -0.2866371
6.291958 -4.049908 -0.1906336 -0.438691
5.962068 -4.285695 -0.1940118 -0.3224467
6.496753 -3.905705 -0.1964344 -0.4772656
6.315059 -4.018361 -0.1389407 -0.1796248
6.357175 -4.070937 0.01069891 -0.2948568
5.971277 -4.373126 -0.2764226 -0.3902188
6.251452 -3.924892 -0.2146237 -0.2493246
6.05194 -3.708657 -0.1105503 -0.1640814
6.122249 -3.815769 -0.2646007 -0.3365128
5.94783 -4.053006 -0.02663681 -0.3866197
6.016045 -3.852321 -0.06828842 -0.1953671
5.964621 -4.205958 -0.0418266 -0.3275437
5.726438 -4.256783 -0.236045 -0.4286451
5.712496 -4.539374 -0.2049836 -0.3768499
5.757755 -4.69011 -0.2859333 -0.3457796
5.670647 -4.76441 -0.30357 -0.32394
5.907417 -4.788799 -0.1348265 -0.3607317
5.657375 -4.70892 -0.229583 -0.5886
5.618513 -4.947481 -0.1944192 -0.2007409
5.420675 -5.466752 -0.1894678 -0.4218645
5.317243 -5.270848 -0.15351 -0.3138482
5.004018 -5.497189 -0.1410443 -0.3595976
4.567743 -5.359847 -0.09909299 -0.258585
4.53103 -5.087005 -0.1040116 -0.1282181
4.747276 -4.985607 -0.05566598 -0.241067
4.929681 -4.677973 -0.09791838 -0.4502417
4.663308 -4.489722 -0.01697831 -0.3798527
4.838691 -4.40923 -0.1425341 -0.208809
4.460074 -4.542565 -0.06602394 -0.2750758
4.344912 -4.140459 -0.1188182 -0.5166618
4.496278 -4.229822 -0.02162981 -0.415108
4.376022 -4.273601 -0.1735538 -0.4043352
4.605009 -4.680102 -0.2496234 -0.4928721
5.346716 -4.900735 -0.3368064 -0.2684109
5.293095 -5.214845 -0.1227715 -0.500206
5.254067 -5.26599 -0.1773686 -0.2265474
4.929213 -5.042987 -0.2111273 -0.2423133
4.874589 -5.05428 -0.2956805 -0.4065983
5.013574 -5.237601 -0.3496749 -0.4434849
5.01501 -5.435263 -0.1516841 -0.3676745
5.094956 -5.65369 -0.3026497 -0.3555373
5.158404 -5.990961 -0.1914493 -0.3141381
5.429726 -6.218414 -0.265728 -0.2852479
5.366342 -6.190153 -0.214425 -0.3481842
5.478462 -6.286817 -0.1710442 -0.3090743
5.352177 -6.241265 -0.08127069 -0.2914823
5.258476 -6.417749 -0.2964261 -0.3816096
5.353313 -6.549997 -0.1310186 -0.4532981
5.508274 -6.701951 -0.1708901 -0.4973572
5.201269 -6.786294 -0.1661658 -0.3970286
4.915187 -6.730009 -0.2653501 -0.3180532
5.113544 -7.002825 -0.2530595 -0.2860559
5.21604 -7.082804 -0.225256 -0.1943915
5.359921 -6.881198 -0.160389 -0.4115615
5.546997 -6.823354 -0.1845585 -0.3057287
5.666409 -7.043687 -0.1466178 -0.09498357
5.516001 -6.935603 -0.1747174 -0.2888698
5.695184 -6.926611 -0.2380655 -0.3138224
5.801206 -6.952375 -0.1767045 -0.2704186
5.675514 -7.191867 -0.1982582 -0.3947937
5.58594 -7.502346 -0.2388315 -0.4470342
5.856424 -7.600803 -0.3789439 -0.3192185
6.202048 -7.56799 -0.09598315 -0.3080638
6.408574 -7.410054 -0.251785 -0.3789428
6.268229 -7.221783 -0.3709498 -0.1487306
6.644888 -7.609071 -0.2075033 -0.2182893
6.897192 -7.523931 -0.02146353 -0.2197091
6.855111 -7.523168 -0.1325876 -0.3872401
6.892496 -7.16604 -0.2013203 -0.3095396
6.841292 -7.71761 -0.3122822 -0.5337427
6.827755 -7.632995 -0.2188001 -0.5368901
6.208612 -8.341987 -0.2280921 -0.5404227
5.806417 -8.329135 -0.02577834 -0.4107525
5.761955 -8.490634 -0.2297849 -0.4092345
5.446536 -8.714518 -0.2238619 -0.3338413
5.380986 -8.442005 -0.1089053 -0.2608441
5.586378 -9.016526 -0.1185824 -0.3044733
5.379872 -8.361255 -0.1868018 -0.1952341
5.035535 -8.54327 -0.1361087 -0.3202391
4.662408 -8.261869 0.0391865 -0.005494806
4.721646 -8.374837 -0.1925475 -0.2563424
4.216798 -8.427505 -0.1325528 -0.2703413
4.450476 -8.230404 -0.09900738 -0.3115442
4.12809 -8.433526 0.07592275 -0.38307
4.090902 -8.785893 -0.2648105 -0.3503715
3.908719 -9.626474 0.004569178 -0.5071246
3.415231 -10.72288 -0.1180117 -0.05801138
3.940516 -10.9307 -0.1163995 -0.4331619
3.957574 -11.43296 -0.09959415 -0.3453657
3.78615 -11.82766 -0.1570417 -0.0003189235
4.112381 -11.87293 -0.1794975 -0.2732499
4.567572 -11.73032 -0.008684528 -0.4415817
4.55954 -11.49553 -0.1931761 -0.3676016
4.567478 -11.81282 -0.1278012 -0.2684039
5.143345 -11.73876 -0.2524262 -0.2602258
5.482476 -12.32124 -0.2987281 -0.4215377
5.720944 -12.41514 -0.1396183 -0.6373782
5.269441 -12.14143 -0.3561272 -0.4041387
5.08139 -11.8359 -0.3076713 -0.5309798
5.419576 -11.96912 -0.2903996 -0.3255366
5.213956 -11.87502 -0.2205888 -0.4726472
5.554217 -11.85883 -0.2245262 -0.4662634
5.256817 -11.8333 -0.2434447 -0.3690748
5.422152 -11.29651 -0.2152283 -0.6203186
5.233379 -11.36077 -0.4101371 -0.3548056
5.063359 -11.36809 -0.2318107 -0.371999
5.401814 -11.38679 -0.3271496 -0.2431973
5.748781 -11.37463 -0.2546721 -0.5547203
5.652415 -11.99556 -0.07471165 -0.4481271
5.537012 -11.7305 -0.1774501 -0.509584
5.506274 -11.56083 -0.006625765 -0.3048738
5.069369 -11.49322 -0.1225381 -0.4553731
4.64418 -11.56077 -0.2266202 -0.4467921
4.874782 -11.67043 -0.252346 -0.6045108
4.85241 -11.6006 -0.1558227 -0.3601445
4.912174 -11.6467 -0.1416817 -0.4014523
4.844735 -11.42518 -0.09637311 -0.2871727
4.750983 -11.40715 -0.1315347 -0.39609
4.676242 -11.36977 -0.1699987 -0.3630282
4.66536 -11.39874 -0.1052967 -0.4822729
4.708971 -11.41115 -0.1904029 -0.2206517
4.645773 -11.52244 -0.05145676 -0.4855546
4.545123 -11.73945 -0.1840861 -0.4936908
4.647563 -11.53266 -0.137595 -0.4674636
4.71198 -11.42746 -0.1156894 -0.3031889
4.744943 -11.54766 -0.1155061 -0.4531556
4.893126 -11.30011 -0.1758388 -0.472912
5.025916 -11.16795 -0.1824074 -0.4617519
4.916497 -11.43617 -0.1535415 -0.2793829
4.584123 -12.00003 -0.1624512 -0.4539749
4.356624 -11.77586 -0.1238451 -0.2520952
4.265697 -11.82118 -0.2741505 -0.1804166
4.310213 -11.71019 -0.158417 -0.2873983
4.130323 -11.3187 -0.2180236 -0.4282248
4.329453 -11.2361 -0.1337043 -0.1582627
4.153026 -11.42583 -0.1255344 -0.348057
4.166328 -11.17315 -0.1444616 -0.1942658
3.965446 -11.36425 -0.2359848 -0.4104165
4.053345 -11.33575 -0.1384404 -0.3415133
3.740219 -11.07524 -0.2262279 -0.4066909
3.938778 -10.50883 -0.2030061 -0.3506271
4.1029 -10.30852 -0.09621086 -0.3197662
4.059588 -10.42055 -0.2883817 -0.4756835
3.71624 -10.16669 -0.2790194 -0.2709196
3.929524 -10.26271 -0.1872386 -0.3765452
3.674184 -10.40744 -0.2722189 -0.2835037
3.714939 -10.71746 -0.1441479 -0.3863186
3.863593 -10.87668 -0.09420933 -0.391743
3.942005 -10.74729 -0.129646 -0.3266019
3.833741 -10.79729 -0.2352965 -0.2782712
3.708423 -10.37911 -0.1476539 -0.1296208
3.824957 -10.23802 -0.215392 -0.2603293
4.078226 -10.43202 -0.1022557 -0.304526
4.001279 -10.4727 -0.2060488 -0.3364168
3.960491 -10.47492 -0.2055652 -0.1891159
3.885938 -10.75773 -0.129508 -0.2900285
3.550429 -10.75382 -0.2424098 -0.2994469
3.852564 -10.96983 -0.2263678 -0.2434959
3.794169 -10.9219 -0.1163808 -0.3398744
3.995694 -11.02848 -0.2008163 -0.4098476
3.715183 -11.06535 -0.254618 -0.3954527
3.762207 -10.97363 -0.1776094 -0.3091975
3.654826 -11.26969 -0.3031277 -0.4481052
3.585135 -11.56864 -0.2258678 -0.5309349
3.597001 -11.44988 -0.236953 -0.6440575
3.267526 -11.47306 -0.0822635 -0.3801695
2.731069 -11.10655 -0.2802183 -0.3277291
2.374053 -11.43105 -0.3088664 -0.5242984
2.162541 -11.95136 -0.1510536 -0.5260909
2.581603 -11.64893 -0.2639824 -0.1036966
2.535248 -12.14724 -0.1240994 -0.2075832
2.53197 -11.8997 -0.1334755 -0.7792655
2.805345 -11.48726 -0.3860788 -0.6443451
3.0622 -11.63454 -0.2220428 -0.5087678
3.259316 -12.05622 0.02184742 -0.1612801
2.525722 -11.41137 -0.06145424 -0.3044564
2.197992 -11.4841 -0.1329761 -0.3323397
1.924336 -11.24077 0.03402012 -0.3216019
1.86217 -11.30708 -0.05014581 -0.4891604
1.802941 -11.23677 -0.2743092 -0.4639976
1.625176 -11.37953 -0.08248666 -0.3746226
1.653196 -11.35379 -0.03339966 -0.2888848
1.663738 -11.30535 -0.01644761 -0.7641116
1.657654 -11.23548 -0.1210054 -0.2956399
2.096901 -10.9562 -0.1398087 -0.6026019
1.661003 -11.3045 -0.2443619 -0.2660264
1.739016 -11.88537 -0.10174 -0.2977909
1.923153 -11.08208 -0.07446826 -0.3064456
2.148597 -10.58146 -0.3004014 -0.3629907
2.215347 -10.23889 -0.2067269 -0.3513984
2.314414 -10.04522 -0.1888378 -0.5578147
3.045014 -10.27282 -0.02682975 -0.314264
3.097909 -9.742808 -0.1229814 -0.2873025
2.878663 -9.586309 -0.04927653 -0.2057863
2.703358 -9.448044 -0.04553389 -0.1282272
2.740023 -9.136813 -0.03479553 -0.281375
2.646997 -9.416631 -0.07950981 -0.3390722
2.580731 -9.354792 -0.02238021 -0.2611415
2.592212 -9.129105 -0.01743203 -0.3993139
2.489621 -9.14073 -0.2464038 -0.05077674
