"","testing","Individual","popChk","Year","y","yHat"
"64",64,"SA18-CB-10-FG2xSL18-LL-9-MG1","ES",2019,0.2,0.479645213035556
"65",65,"SL18-LD-1-FG2xSL18-SF-13-MG3","ES",2019,0.22,0.409781521550825
"66",66,"SL18-LD-1-FG2xSL18-SF-15-MG1","ES",2019,0.27,0.442992684279043
"67",67,"SL18-LD-1-FG3xSL18-NL-5-MG1","ES",2019,0.1,0.399066610149499
"68",68,"SL18-LD-1-FG3xSL18-OI-11-MG2","ES",2019,0.3,0.370272960400678
"69",69,"SL18-LD-1-FG3xSL18-OI-15-MG1","ES",2019,0.14,0.48939917233681
"70",70,"SL18-LD-1-FG3xSL18-OI-16-MG1","ES",2019,0.11,0.393707082383903
"71",71,"SL18-LD-1-FG3xSL18-OI-6-MG2","ES",2019,0.16,0.489597954167759
"72",72,"SL18-LD-1-FG3xSL18-OI-7-MG1","ES",2019,0.19,0.441397432925461
"73",73,"SL18-LD-1-FG3xSL18-OI-9-MG3","ES",2019,0.2,0.414542705022921
"74",74,"SA18-CB-4-FG3xSA18-CB-4-MG3","ES",2019,0.22,0.556497955279498
"75",75,"SL18-LD-1-FG3xSL18-NL-9-MG2","ES",2019,0.11,0.424965111021446
"76",76,"SL18-LD-1-FG3xSL18-OI-15-MG2","ES",2019,0.24,0.52126929676869
"77",77,"SL18-LD-2-FG2xSA18-CB-3-MG3","ES",2019,0.21,0.458638910933773
"78",78,"SL18-LD-2-FG2xSL18-LL-9-MG2","ES",2019,0.24,0.414136315276388
"79",79,"SL18-LD-2-FG2xSL18-NL-9-MG1","ES",2019,0.04,0.377844382661248
"80",80,"SL18-LD-2-FG2xSL18-SF-19-MG1","ES",2019,0.33,0.108566586464024
"81",81,"SL18-LD-3-FG1xSL18-NL-9-MG1","ES",2019,0.08,0.301686182578982
"82",82,"SL18-LD-3-FG1xSL18-SF-19-MG2","ES",2019,0.23,0.41510480763652
"83",83,"SL18-LD-3-FG2xSA18-CB-2-MG3","ES",2019,0.18,0.369923001642627
"84",84,"SL18-LD-3-FG2xSL18-LL-9-MG2","ES",2019,0.19,0.304152477092311
"85",85,"SL18-LD-3-FG2xSL18-SF-17-MG3","ES",2019,0.1,0.291169412276452
"86",86,"SL18-LD-4-FG1xSA18-CB-2-MG1","ES",2019,0.19,0.487723554875367
"87",87,"SL18-LD-4-FG1xSL18-NL-3-MG2","ES",2019,0.14,0.406654224801631
"88",88,"SL18-LD-4-FG2xSL18-LL-9-MG1","ES",2019,0.08,0.453090550044794
"89",89,"SL18-LD-4-FG2xSL18-SF-15-MG2","ES",2019,0.27,0.420869140587187
"90",90,"SL18-LD-4-FG3xSL18-SF-17-MG1","ES",2019,0.17,0.305631479608504
"91",91,"SL18-LD-5-FG1xSA18-CB-10-MG1","ES",2019,0.13,0.404628371179116
"92",92,"SA18-CB-7-FG1xSL18-LL-9-MG3","ES",2019,0.38,0.396598547658614
"93",93,"SL18-LD-9-FG2xSL18-SF-13-MG3","ES",2019,0.11,0.253801699168722
"94",94,"SL18-LD-9-FG3xSL18-NL-7-MG1","ES",2019,0.12,0.417812321817869
"95",95,"SL18-LD-9-FG3xSL18-SF-17-MG1","ES",2019,0.29,0.382060972525217
"96",96,"SL18-LL-9-FG3xSL18-NL-9-MG1","ES",2019,0,0.294350281063771
"97",97,"SL18-NL-10-FG1xSA18-CB-4-MG3","ES",2019,0.24,0.286799525541325
"98",98,"SL18-NL-10-FG1xSL18-LD-2-MG1","ES",2019,0.07,0.379177235999005
"99",99,"SL18-LD-10-FG1xSA18-CB-1-MG2","ES",2019,0.26,0.418471960116076
"100",100,"SL18-NL-10-FG1xSL18-OI-15-MG1","ES",2019,0.38,0.351304325227119
"101",101,"SL18-NL-10-FG1xSL18-OI-7-MG1","ES",2019,0.34,0.246322581518993
"102",102,"SL18-NL-10-FG1xSL18-SF-13-MG1","ES",2019,0.33,0.259435698686538
"103",103,"SL18-NL-10-FG3xSL18-NL-3-MG2","ES",2019,0.04,0.371876070557199
"104",104,"SL18-NL-2-FG1xSA18-CB-1-MG2","ES",2019,0.38,0.362247558080698
"105",105,"SL18-NL-2-FG1xSL18-LD-13-MG2","ES",2019,0.31,0.328441201858056
"106",106,"SL18-NL-2-FG1xSL18-SF-17-MG1","ES",2019,0.42,0.379563803901677
"107",107,"SL18-NL-2-FG3xSA18-CB-2-MG3","ES",2019,0.17,0.361207187732112
"108",108,"SL18-NL-2-FG3xSA18-CB-4-MG1","ES",2019,0.1,0.0769417149127275
"109",109,"SL18-NL-2-FG3xSL18-LD-3-MG2","ES",2019,0.12,0.210768601994731
"110",110,"SL18-NL-2-FG3xSL18-OI-16-MG1","ES",2019,0.3,0.220398563628746
"111",111,"SL18-NL-3-FG1xSA18-CB-7-MG2","ES",2019,0.43,0.0814015004966597
"112",112,"SL18-NL-3-FG1xSL18-OI-11-MG2","ES",2019,0.26,0.276363262398633
"113",113,"SL18-NL-3-FG1xSL18-SF-13-MG2","ES",2019,0.2,0.16510081037716
"114",114,"SL18-NL-3-FG2xSL18-SF-17-MG2","ES",2019,0.46,0.362556646761254
"115",115,"SL18-NL-3-FG3xSA18-CB-2-MG2","ES",2019,0.17,0.409584768158525
"116",116,"SL18-LD-10-FG1xSL18-OI-18-MG1","ES",2019,0.16,0.416772763507171
"117",117,"SL18-NL-6-FG1xSA18-CB-3-MG3","ES",2019,0.48,0.513998983902104
"118",118,"SL18-NL-6-FG1xSA18-CB-7-MG2","ES",2019,0.46,0.50502901891681
"119",119,"SL18-NL-6-FG1xSL18-LD-1-MG2","ES",2019,0.18,0.415020379270579
"120",120,"SL18-NL-6-FG1xSL18-LD-2-MG1","ES",2019,0.27,0.303424126679859
"121",121,"SL18-NL-6-FG1xSL18-LD-3-MG2","ES",2019,0.35,0.28479103699853
"122",122,"SL18-NL-6-FG1xSL18-NL-2-MG1","ES",2019,0.24,0.440506702942737
"123",251,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.3,19.4328998092901
"124",252,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.29,19.4375738541453
"125",253,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.31,19.3164157611733
"126",254,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.1,19.3282561607593
"127",255,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.17,19.4456088427412
"128",256,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.41,19.4550105634015
"129",257,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.2,19.4457623710065
"130",258,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.37,19.4023058824696
"131",259,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.31,19.4295499977029
"132",260,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.22,19.372455240168
"133",261,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.17,-29.9563803689399
"134",262,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.16,-29.8865765779528
"135",263,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.22,-30.0227954836723
"136",264,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.12,-29.9271575841648
"137",265,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.24,-29.9054428016906
"138",266,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.3,-29.9090200436548
"139",267,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.13,-30.030178136627
