"","testing","Individual","popChk","Year","y","yHat"
"145",272,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.251174836,2.45422114747437
"146",273,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.089811911,2.37048334477081
"147",274,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.241059201,2.43564033100187
"148",275,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.215019677,2.52066427982569
"149",276,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.227034897,2.52930881097467
"150",277,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.332689925,2.6012984403864
"151",278,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.142536546,-4.47520553225177
"152",279,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,NA,-4.54893811848632
"153",280,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.073658425,-4.51101974063547
"154",281,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.063229542,-4.47706022150437
"155",282,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.069875947,-4.48309863577073
"156",283,"SL18-NL-7-FG3xSL18-OI-15-MG3","Z4",2020,0.079846029,-4.49081609111437
