factor(popChk)Z1 factor(popChk)Z2 factor(popChk)Z3 factor(popChk)Z4
-0.1589984 -3.56589 -0.08201696 -0.3970675
-0.3679181 -3.629254 -0.03942696 -0.3344937
-0.170912 -3.356684 -0.07096301 -0.3919841
-0.05639656 -3.342988 -0.1845826 -0.318168
0.003803775 -3.549321 -0.1652279 -0.4815088
0.1329428 -3.749273 -0.1704155 -0.6348167
-0.1391646 -3.56225 -0.1802197 -0.4344938
-0.3898403 -3.671706 -0.2477558 -0.4963719
-0.3559512 -3.821039 -0.2026947 -0.4368653
-0.7272528 -3.778276 -0.2548853 -0.4239395
-0.682328 -3.972992 -0.2406659 -0.4221747
-0.7096965 -3.858269 -0.2138266 -0.4553911
-1.068426 -3.695387 -0.229105 -0.4739839
-1.138166 -3.534805 -0.1716321 -0.3926457
-1.028354 -3.325516 -0.06526652 -0.2989637
-1.123597 -3.566116 -0.1248829 -0.2568866
-1.480033 -3.393797 -0.003411618 -0.1280468
-1.265915 -3.111849 -0.07719786 -0.3750829
-1.656261 -3.070146 0.06775672 -0.1097671
-1.816582 -2.809536 0.07611736 -0.1851933
-1.756005 -2.992809 -0.06468649 -0.3508205
-1.647209 -2.599462 -0.07416324 -0.1728187
-1.371982 -2.781283 -0.03400381 -0.3063504
-1.589113 -2.910036 -0.2187189 -0.2458584
-1.318885 -3.174754 -0.1304592 -0.3409367
-1.461525 -2.805275 -0.2755469 -0.1618741
-1.298898 -2.681334 -0.256223 -0.4373065
-1.19139 -2.617416 -0.1451273 -0.4157397
-0.6414709 -2.443694 0.1426626 -0.4125155
-0.6209098 -3.140446 -0.1882902 -0.7599216
-0.833202 -3.181476 -0.092296 -0.2715916
-0.838368 -3.038014 -0.01185574 -0.5424289
-0.3950155 -3.291391 -0.00167656 -0.2582986
-0.009360505 -3.286572 -0.2554144 -0.3247232
0.2237587 -3.34037 -0.1814039 -0.2965867
0.258951 -3.065022 -0.124231 -0.2536435
0.4447816 -3.135604 -0.2173943 -0.4746564
0.5241557 -2.109187 -0.2109155 -0.3389134
0.3726505 -2.243799 -0.1100272 -0.08340792
0.3686168 -2.497052 -0.08877729 -0.2246405
0.5833873 -3.551067 -0.1085878 -0.4970633
0.764103 -3.409156 -0.05902537 -0.2311681
0.773604 -3.365694 -0.1155572 -0.277401
0.4556912 -3.170588 -0.1501705 -0.3336242
0.3261594 -3.043762 -0.1774356 -0.2709272
0.3776119 -2.735628 -0.2287829 -0.253154
0.2676354 -2.952706 -0.1782093 -0.2556537
0.1731299 -3.275413 -0.06583345 -0.3214553
0.0559472 -3.28226 -0.02403226 -0.3157623
-0.03562223 -3.098428 -0.106882 -0.1880354
-0.09601411 -2.899958 -0.07824876 -0.3154292
-0.1246789 -2.959101 -0.2654865 -0.5619665
-0.3028362 -2.924264 -0.2368332 -0.544868
-0.09609221 -2.803556 -0.3024464 -0.3258989
-0.333339 -2.767648 -0.2374671 -0.3837154
-0.3186804 -3.204004 -0.3167873 -0.4180753
-0.20611 -3.010111 -0.2734804 -0.4517894
-0.1302115 -3.028056 -0.2493195 -0.4561701
-0.1668188 -3.060237 -0.2348849 -0.2936165
-0.1622029 -3.459494 -0.1574237 -0.3616818
-0.1922803 -3.525561 -0.1225417 -0.3316965
-0.06879866 -3.657632 -0.1292911 -0.2371855
0.05787173 -3.56157 -0.06628989 -0.2777233
0.1787358 -3.931538 -0.06904461 -0.1340971
0.3833273 -3.876691 -0.1065848 -0.2588827
-0.01022591 -3.92522 -0.1133272 -0.1483843
-0.509828 -4.166663 -0.05626173 -0.4098
-0.6415558 -4.082328 -0.1919995 -0.2970469
-0.7753815 -3.859324 -0.1514383 -0.3656105
-0.4227998 -3.321141 -0.01149501 -0.2788715
-0.3004685 -3.122127 -0.04302797 -0.2231617
-0.3261297 -2.802014 -0.03378312 -0.1664009
-0.08569972 -2.786539 -0.04999331 -0.2061217
-0.4314508 -3.183611 -0.06553344 -0.3014798
-0.7152034 -3.34913 -0.1739241 -0.2395913
-0.8640374 -3.278028 -0.1843064 -0.3517227
-1.344463 -3.3886 -0.0808565 -0.4129431
-1.426974 -3.425697 -0.01516741 -0.2366434
-1.385788 -3.34589 -0.08954757 -0.2543926
-1.318844 -3.178093 -0.03145681 -0.3972411
-1.282631 -3.369018 0.02184495 -0.3215107
-1.78589 -2.779191 -0.01330695 -0.29105
-1.968552 -2.494679 -0.12874 -0.2153285
-1.824985 -2.229186 -0.1060361 -0.2335602
-1.986574 -2.413597 -0.02330592 -0.395547
-1.644061 -2.115447 -0.07515443 -0.3546654
-1.542573 -2.260938 -0.04260738 -0.1748849
-1.2858 -2.163312 -0.1838061 -0.3080619
-1.393356 -2.19279 -0.04957695 -0.267116
-1.357156 -2.638197 -0.2170663 -0.2207024
-1.260675 -2.840094 -0.1317193 -0.3921381
-1.456205 -2.753615 -0.1370555 -0.1516537
-1.627849 -2.80703 -0.2594544 -0.4600922
-1.981184 -2.344046 -0.1914542 -0.4947819
-1.739415 -1.996622 -0.1461718 -0.01116432
-2.123523 -1.475427 -0.0864981 -0.438675
-2.147703 -2.160011 0.06716787 -0.1647215
-2.087269 -1.716317 -0.08640345 -0.3284083
-1.999793 -1.76196 -0.06547902 -0.2367306
-2.393202 -1.391967 -0.1790253 -0.1905484
-2.343347 -1.487116 -0.2191524 -0.4949887
-2.68018 -2.138838 -0.1499816 -0.3156539
-2.993244 -1.782924 -0.3460534 -0.6939541
-2.928668 -1.989036 -0.3029645 -0.6036923
-3.698758 -2.01126 -0.05420369 -0.4841182
-3.52797 -2.253607 -0.1594861 -0.3620726
-3.413376 -1.490686 -0.2520837 -0.310308
-2.945583 -1.11236 -0.2543695 -0.5099929
-2.915693 -0.6963526 -0.1645166 -0.5866538
-3.103309 -0.2223926 0.01559991 -0.3294667
-2.939313 -0.592367 -0.02767208 -0.3959265
-3.322051 -0.4344132 0.07770549 -0.3552017
-2.869861 -0.2670225 -0.2107149 -0.4471218
-3.115301 -0.03747554 -0.1152132 -0.07642748
-2.991252 -0.3021805 -0.2390242 -0.5424635
-3.168064 -0.7823398 -0.2543144 -0.5113871
-3.242933 -1.123849 -0.2091584 -0.3748706
-3.395425 -1.119388 -0.3554829 -0.4018946
-3.188076 -1.555441 0.08858677 -0.5021703
-3.288218 -1.7255 -0.1697919 -0.5021651
-3.831778 -1.956415 -0.2684839 -0.3210723
-3.304301 -1.64526 -0.1419938 -0.2939266
-3.26114 -2.036912 -0.1334868 -0.3611469
-3.282534 -2.177576 -0.1188011 -0.4319448
-3.032267 -1.448302 -0.1335885 -0.1546267
-2.749406 -1.119564 -0.1591481 -0.2669108
-2.656592 -1.396414 -0.001358748 -0.3467722
-2.840604 -0.4460497 -0.1412007 -0.1436854
-2.455214 -0.4794522 -0.02028066 -0.3410267
-2.497605 -0.1980146 -0.2123712 -0.5311221
-3.195458 -0.2995574 -0.04656263 -0.3584647
-3.158355 0.09083647 -0.1949188 -0.2407739
-3.146093 -0.3844213 -0.2247137 -0.4175992
-3.388158 -0.405439 -0.1731573 -0.3078452
-3.681542 -0.6459499 -0.3225516 -0.2724656
-3.996666 -0.8751146 -0.1892245 -0.3633705
-4.223174 -0.5916023 -0.1565815 -0.2382836
-4.245403 -0.5000261 -0.2170372 -0.4837348
-4.203147 -0.5096809 -0.1516024 -0.4033402
-4.24894 -0.4890507 -0.1569777 -0.4156893
-4.464163 -0.5960029 -0.1392726 -0.3052654
-4.526004 -0.5735583 -0.02833941 -0.3262493
-4.596115 -0.3281976 -0.022495 -0.2427811
-4.553479 -0.2944672 0.02833341 -0.2198173
-4.770441 -0.4133442 -0.09851359 -0.304084
-4.793476 -0.4900177 -0.02350739 -0.3320192
-4.809003 -0.2455837 -0.1511181 -0.2878568
-4.697809 -0.00499367 -0.1183699 -0.13611
-4.865696 0.6148624 -0.05150379 -0.2157317
-4.848973 0.6786394 -0.01842542 -0.2813726
-4.85073 0.1823695 0.01744822 -0.126298
-4.790308 -0.09062506 -0.04405867 -0.1915557
-4.762674 0.2285415 -0.0678691 -0.4080988
-4.667996 0.8729701 -0.08836403 -0.3348437
-4.924035 1.006851 -0.2751522 -0.1937293
-4.561442 1.30666 -0.194168 -0.1663444
-4.499372 1.494481 -0.2488564 -0.3807673
-4.189329 0.7515788 -0.307045 -0.4253522
-4.319623 0.6848422 -0.4033406 -0.2691585
-4.709325 0.9346667 -0.2751143 -0.5913267
-4.434568 1.008383 -0.139477 -0.419837
-4.684924 1.006683 -0.2206267 -0.3500829
-4.550439 1.302841 -0.06412368 -0.1945775
-4.654954 1.350781 -0.09309068 -0.2367278
-5.080481 1.555563 -0.02880583 -0.3661492
-5.086062 1.528962 -0.2273397 -0.2638026
-5.107116 1.752399 -0.2157097 -0.2906478
-5.063221 1.877912 -0.2147177 -0.4074675
-4.90052 1.860852 -0.2213829 -0.5034777
-4.853831 1.803967 -0.23114 -0.4709699
-4.859105 1.855712 -0.2082733 -0.3880874
-4.465662 1.780004 -0.1630688 -0.2765011
-4.507379 1.694706 -0.1122993 -0.3183781
-4.455456 1.966998 -0.09731351 -0.2545689
-4.298487 2.118146 -0.1116044 -0.2390329
-4.462619 2.113689 -0.05657811 -0.2675135
-4.458696 2.162809 -0.08635914 -0.1967841
-4.437383 2.285228 -0.07400182 -0.1315419
-4.380115 2.610505 -0.07590572 -0.08323726
-4.377102 2.988037 -0.1066899 -0.2082968
-4.39443 3.627403 -0.1569649 -0.2427349
-4.164975 3.625321 -0.1866505 -0.5358681
-3.973983 3.137671 -0.2076752 -0.3514037
-3.997415 3.421536 -0.1764459 -0.555073
-4.119353 2.905726 -0.2330428 -0.3829441
-4.223608 3.312777 -0.3629322 -0.2697552
-4.264891 3.199914 -0.2139829 -0.4485297
-4.015555 3.0426 -0.2313484 -0.4693506
-3.495257 3.420379 -0.136081 -0.2661413
-3.6389 3.741225 -0.1954611 -0.5553714
-3.454107 3.847667 -0.1660098 -0.4111231
-3.582537 3.849038 -0.03316984 -0.3718321
-3.936182 3.55345 -0.2125423 -0.2002962
-3.718418 3.828024 -0.04082932 -0.35205
-3.807673 4.055086 -0.2863036 -0.3725589
-3.922683 3.935611 -0.2640946 -0.2394844
-4.108683 4.239263 -0.1419138 -0.382497
-4.288079 4.556043 -0.09363049 -0.4959774
-4.358595 4.725887 -0.04452072 -0.3392248
-4.384751 4.650246 -0.1197596 -0.387588
-3.747848 5.110702 -0.1145995 -0.5246109
-3.68265 5.002527 -0.07892538 -0.2731113
-3.532383 5.012486 -0.2317186 -0.3538638
-3.750483 4.818127 -0.07212123 -0.2240414
-4.053813 4.599084 -0.1676497 -0.42392
-4.315477 4.769917 -0.2809738 -0.5461666
-3.916956 4.79861 -0.08639615 -0.172266
-4.024131 4.390721 -0.2522895 -0.1791337
-3.910604 4.899179 -0.3636962 -0.3565999
-3.978569 5.220569 -0.160335 -0.3751026
-3.8359 5.897034 -0.1192971 -0.2828693
-3.729429 5.604498 -0.05331939 -0.1639477
-3.719511 5.585412 -0.03835643 -0.2836994
-3.60351 5.598514 -0.02442556 -0.1930916
-3.407272 5.756094 -0.2446614 -0.5431707
-2.912651 5.752364 -0.2074272 -0.6223326
-2.30706 6.098144 -0.2892273 -0.3426717
-2.731405 6.468396 -0.004129193 -0.2680364
-2.752362 6.62643 0.05247575 -0.3376294
-2.887856 6.837095 0.05746625 -0.2691713
-3.215184 6.710325 -0.127098 -0.3020419
-3.020395 6.408051 -0.2945124 -0.3606209
-2.761472 7.24357 0.01522509 -0.4843893
-2.444164 7.037531 -0.09558675 -0.2883399
-2.488549 7.120293 0.0008857898 -0.2520952
-2.415728 6.589851 -0.26311 -0.3060541
-2.478469 6.636542 -0.2342013 -0.3168639
-2.671441 6.427295 -0.1536606 -0.3245459
-2.571561 6.488382 -0.2192708 -0.4291676
-2.680117 6.469105 -0.2747435 -0.3409015
-2.815223 6.509467 -0.2762869 -0.5234701
-3.180456 6.965495 -0.01265496 -0.2531651
-3.077256 7.018002 -0.2028541 -0.297574
-3.057611 7.039171 -0.3097062 -0.4168621
-3.353786 7.294896 -0.2257126 -0.3347799
-3.624043 7.37992 -0.1169929 -0.2327774
-3.78619 7.20709 -0.165824 -0.3341089
-3.972135 7.62127 -0.2581251 -0.1856546
-3.989003 7.779984 -0.1547931 -0.3703114
-3.914953 7.805392 -0.08433151 -0.2911427
-3.912155 7.458946 -0.1817058 -0.5107905
-4.096798 7.815383 -0.2543312 -0.290611
-4.140829 7.497491 -0.02582381 -0.509619
-4.409271 7.167988 -0.1811737 -0.2650741
-4.544025 7.255024 -0.2870776 -0.4341964
-3.953966 7.031841 -0.07266285 -0.5581318
-4.070491 7.013262 -0.1082218 -0.3806479
-4.717299 7.804904 -0.4563154 -0.2746208
