"Row" "Column" "Ainverse"
"257" 23 4 3311.85682580351
"258" 23 5 2870.96359686629
"259" 23 6 6997.95588392277
"260" 23 7 54810.2645400883
"261" 23 8 8455.3009633537
"262" 23 9 -20808.1553076044
"263" 23 10 20807.8761742663
"264" 23 11 23731.3827591911
"265" 23 12 -23731.2821854282
"266" 23 13 -0.0768732995517896
"267" 23 14 1271.55209696122
"268" 23 15 -9879.56721956863
"269" 23 16 8607.90533432329
"270" 23 17 -29792.9800675904
"271" 23 18 -0.153982243506097
"272" 23 19 -3893.72506197892
"273" 23 20 -31077.3271160122
"274" 23 21 60870.0449883109
"275" 23 22 0.324608210449788
"276" 23 23 249397.193882913
"277" 24 1 -0.0228695858631289
"278" 24 2 0.458870636511129
"279" 24 3 0.211067602328966
"280" 24 4 -0.00952002656463995
"281" 24 5 -0.0734147713911492
"282" 24 6 -0.226187583180221
"283" 24 7 0.0736483509867546
"284" 24 8 0.0458297234335682
"285" 24 9 0.0206544018488797
"286" 24 10 -0.043779616807751
"287" 24 11 0.132317106200139
"288" 24 12 -0.140483346430278
"289" 24 13 -0.0549937045274993
"290" 24 14 0.0281145157096104
"291" 24 15 0.0401638128741408
"292" 24 16 -0.0862337016033579
"293" 24 17 1.15942624550472
"294" 24 18 0.0256315412856516
"295" 24 19 -0.135818994037163
"296" 24 20 1.19831854032956
"297" 24 21 0.67085902675947
"298" 24 22 -3.07319562957861
"299" 24 23 -0.408232499550778
"300" 24 24 3.11073523126031
"301" 25 1 0.0256236757240723
"302" 25 2 0.0504821972428365
"303" 25 3 -0.128604952747605
"304" 25 4 -0.0439623841050165
"305" 25 5 -0.231439439352624
"306" 25 6 -0.0487398273586352
"307" 25 7 0.12542058127225
"308" 25 8 -0.0533317212855896
"309" 25 9 0.0316814910808344
"310" 25 10 0.0137134022530589
"311" 25 11 0.135441654320908
"312" 25 12 -0.168131438496715
"313" 25 13 -0.00952579035009115
"314" 25 14 0.124204287703361
"315" 25 15 -0.21151478404277
"316" 25 16 0.140269786522378
"317" 25 17 -0.0927421746803824
"318" 25 18 0.00229889030473595
"319" 25 19 -0.140626146216198
"320" 25 20 -0.132989189688083
"321" 25 21 0.229386921333493
"322" 25 22 -0.0183626649846082
"323" 25 23 0.000534577761333251
"324" 25 24 -0.0165094719199043
"325" 25 25 3.65186347289253
"326" 26 1 -0.0801105675912138
"327" 26 2 -27626.8666391479
"328" 26 3 40376.9235666942
"329" 26 4 -4909.39247039445
"330" 26 5 -4422.69813479303
"331" 26 6 -6644.87049594744
"332" 26 7 -10029.3833573584
"333" 26 8 -12643.737137918
"334" 26 9 21601.7230659254
"335" 26 10 -21601.3084556772
"336" 26 11 -138899.697155672
"337" 26 12 138898.917905491
"338" 26 13 -0.134355222036186
"339" 26 14 -635.010176977454
"340" 26 15 11277.4978187237
"341" 26 16 -10642.6866967054
"342" 26 17 -18312.8786308015
"343" 26 18 0.175337301499206
"344" 26 19 149815.381958623
"345" 26 20 -11674.603473427
"346" 26 21 29986.9463051799
"347" 26 22 0.139782990939703
"348" 26 23 -27626.3272439436
"349" 26 24 -0.157168211074441
"350" 26 25 -0.0509922910121594
"351" 26 26 288721.852832649
"352" 27 1 0.0143211927199392
"353" 27 2 -0.391714267078222
"354" 27 3 0.138161201568857
"355" 27 4 -0.0753055599264455
"356" 27 5 -0.124733817994937
"357" 27 6 -0.253213903744147
"358" 27 7 0.302281849154125
"359" 27 8 0.0389351227521581
"360" 27 9 -0.691318339242004
"361" 27 10 -0.298197683552641
"362" 27 11 0.808725310603568
"363" 27 12 -0.771454952435272
"364" 27 13 0.070086287476462
"365" 27 14 -0.0636124790168256
"366" 27 15 -0.0362442282337437
"367" 27 16 0.131275012118779
"368" 27 17 -0.104894751837396
"369" 27 18 -0.106373210444525
"370" 27 19 -0.724883165613963
"371" 27 20 -0.0247651026705641
"372" 27 21 0.387852303826216
"373" 27 22 -0.123670402220868
"374" 27 23 -0.368759624485701
"375" 27 24 0.0376647136422252
"376" 27 25 -0.0047314870717247
"377" 27 26 -1.74067174322711
"378" 27 27 2.96142152499542
"379" 28 1 0.0184261741827512
"380" 28 2 -46869.6238209871
"381" 28 3 -38873.3024817735
"382" 28 4 3288.50142532775
"383" 28 5 2917.49723510662
"384" 28 6 5457.24729140972
"385" 28 7 25935.6099491298
"386" 28 8 8439.48177252324
"387" 28 9 -16963.4904430911
"388" 28 10 16963.6450763752
"389" 28 11 65051.8343952329
"390" 28 12 -65051.4181627884
"391" 28 13 0.0514029077913861
"392" 28 14 762.620483842832
"393" 28 15 -8462.74648124229
"394" 28 16 7700.21617446772
"395" 28 17 -4591.72587994864
"396" 28 18 -0.121829655558001
"397" 28 19 -61483.1271837174
"398" 28 20 -7760.95589880261
"399" 28 21 12352.9617572324
"400" 28 22 -0.177944447732791
"401" 28 23 -46869.5774733083
"402" 28 24 0.0797721985689237
"403" 28 25 -0.0244555875242744
"404" 28 26 -126538.458950221
"405" 28 27 -0.696014032416301
"406" 28 28 189551.402680337
"407" 29 1 -0.0103831809323705
"408" 29 2 74497.5885672771
"409" 29 3 -1504.01397602399
"410" 29 4 1621.07510199016
"411" 29 5 1505.53267434063
"412" 29 6 1188.39272843012
"413" 29 7 -15907.2402168887
"414" 29 8 4204.15161945507
"415" 29 9 -4637.42773952348
"416" 29 10 4637.81787860527
"417" 29 11 73844.9095727155
"418" 29 12 -73844.6635651028
"419" 29 13 0.0116425975203251
"420" 29 14 -127.579080345892
"421" 29 15 -2814.55820083239
"422" 29 16 2942.11456164241
"423" 29 17 22905.0832586105
"424" 29 18 0.110720608633418
"425" 29 19 -88329.6373631986
"426" 29 20 19435.6463207889
"427" 29 21 -42340.827001422
"428" 29 22 0.0934508791725236
"429" 29 23 74496.8209108502
"430" 29 24 0.02885050702053
"431" 29 25 -0.197507340670233
"432" 29 26 -162177.351067907
"433" 29 27 -0.488229492193434
"434" 29 28 -63010.644228375
"435" 29 29 225189.989577878
"436" 30 1 -0.0107330522944328
"437" 30 2 -0.295201170007216
"438" 30 3 0.126346872668991
"439" 30 4 -0.00533944751456832
"440" 30 5 -0.0911500511213064
"441" 30 6 -0.357656374868289
"442" 30 7 0.367949589472325
"443" 30 8 0.120426022232786
"444" 30 9 -0.128432280129984
"445" 30 10 0.123106697333464
"446" 30 11 1.05369012779531
"447" 30 12 -1.01980739738205
"448" 30 13 -0.000572591411202167
"449" 30 14 0.0331495734068217
"450" 30 15 -0.113370512110479
"451" 30 16 0.102599674766932
"452" 30 17 -0.198963675866066
"453" 30 18 -0.0409946613784369
"454" 30 19 -0.994126104770966
"455" 30 20 -0.110539690873589
"456" 30 21 0.359824827226315
"457" 30 22 0.0701569757298766
"458" 30 23 -0.287167191253058
"459" 30 24 -0.00236979179436889
"460" 30 25 -0.0283523609072043
"461" 30 26 -2.18567366892176
"462" 30 27 -0.0344046103615825
"463" 30 28 -0.82981120399979
"464" 30 29 -0.865981812257249
"465" 30 30 3.95924768420822
"466" 31 1 0.541227916452512
"467" 31 2 2304.0034227363
"468" 31 3 10871.2198594452
"469" 31 4 -145.382319393554
"470" 31 5 13379.9266667705
"471" 31 6 1965.96910715218
"472" 31 7 -904.701026766048
"473" 31 8 1685.3611607192
"474" 31 9 1815.80041748024
"475" 31 10 -1815.75008775233
"476" 31 11 -502.040262897202
"477" 31 12 502.115021245208
"478" 31 13 -0.766084156644179
"479" 31 14 -1208.01042956558
"480" 31 15 13907.3001740127
"481" 31 16 -12699.2158585217
"482" 31 17 -21328.8371795724
"483" 31 18 0.324171347086195
"484" 31 19 -1152.7624032386
"485" 31 20 15550.3213312404
"486" 31 21 5777.8735422192
"487" 31 22 0.318770455755788
"488" 31 23 2304.07495333531
"489" 31 24 0.0136204053064255
"490" 31 25 0.0594311415313635
"491" 31 26 -651.164533562096
"492" 31 27 -0.0923042095388197
"493" 31 28 1182.09777024184
"494" 31 29 -530.874720210129
"495" 31 30 -0.00613386413937277
"496" 31 31 260276.361359366
"497" 32 1 -0.556195785453811
"498" 32 2 -2303.98570582352
"499" 32 3 -10871.2354924739
"500" 32 4 145.402752954304
"501" 32 5 -13380.1808232964
"502" 32 6 -1966.01763127365
"503" 32 7 904.801195653051
"504" 32 8 -1685.36205315607
"505" 32 9 -1815.80912784867
"506" 32 10 1815.74929903567
"507" 32 11 502.226936232305
"508" 32 12 -502.315626908584
"509" 32 13 0.737507663552298
"510" 32 14 1208.10696563591
"511" 32 15 -13907.4205593099
"512" 32 16 12699.2256222948
"513" 32 17 21328.5345497338
"514" 32 18 -0.297398805491187
"515" 32 19 1152.61055775438
"516" 32 20 -15550.391982124
"517" 32 21 -5777.61296905008
"518" 32 22 -0.246123277977212
"519" 32 23 -2304.07725009136
"520" 32 24 -0.046491041006279
"521" 32 25 -0.561322955627953
"522" 32 26 650.907391576335
"523" 32 27 0.133494029533267
"524" 32 28 -1182.14039498758
"525" 32 29 530.634427254554
"526" 32 30 0.00668651709788966
"527" 32 31 -260275.383769635
"528" 32 32 260277.884676435
"529" 33 1 -0.103566823289452
"530" 33 2 6400.64672886683
"531" 33 3 -5225.79832264004
"532" 33 4 -6736.50108682546
"533" 33 5 -14406.7705904924
"534" 33 6 -54924.6216339926
"535" 33 7 -3766.95225419179
"536" 33 8 5424.11348471631
"537" 33 9 -2450.74529504586
"538" 33 10 2450.7702717975
"539" 33 11 -5377.86288402382
"540" 33 12 5377.99086095215
"541" 33 13 1.0508377736268
"542" 33 14 10940.5124919943
"543" 33 15 18066.549729614
"544" 33 16 -29007.0669118501
"545" 33 17 -134552.98147134
"546" 33 18 0.3888356906977
"547" 33 19 72.7117159071671
"548" 33 20 94850.3463106347
"549" 33 21 39700.8483739147
"550" 33 22 1.05729549233892
"551" 33 23 6400.74565153066
"552" 33 24 -0.426370695136208
"553" 33 25 -0.146596932584882
"554" 33 26 5450.64052521017
"555" 33 27 0.0269501420448393
"556" 33 28 380.036614905164
"557" 33 29 -5830.9495474854
"558" 33 30 0.065581714298892
"559" 33 31 120839.083574074
"560" 33 32 -120838.893211094
"561" 33 33 632903.862116258
"562" 34 1 -0.291286774947427
"563" 34 2 -4096.58061406711
"564" 34 3 16097.0416430816
"565" 34 4 6591.38238087768
"566" 34 5 27785.3202827941
"567" 34 6 56889.8002194545
"568" 34 7 2863.08196071332
"569" 34 8 -3737.95798849407
"570" 34 9 4266.10964506648
"571" 34 10 -4266.21870091567
"572" 34 11 4876.69888598352
"573" 34 12 -4876.88282645063
"574" 34 13 1.16073460842566
"575" 34 14 -12148.4280013225
"576" 34 15 -4160.11584239262
"577" 34 16 16308.50113868
"578" 34 17 113222.144160923
"579" 34 18 -0.396496369283873
"580" 34 19 -1226.35963865598
"581" 34 20 -79299.1005082699
"582" 34 21 -33921.7339042071
"583" 34 22 -0.707304811101212
"584" 34 23 -4096.73762065011
"585" 34 24 0.235929924936769
"586" 34 25 -0.355515331403186
"587" 34 26 -6102.40328694056
"588" 34 27 0.153616510102365
"589" 34 28 802.17368570211
"590" 34 29 5299.8367004412
"591" 34 30 -0.100223007286661
"592" 34 31 139427.659039967
"593" 34 32 -139427.522373149
"594" 34 33 -512057.995226495
"595" 34 34 651492.930167778
"596" 35 1 0.379883984952723
"597" 35 2 -2304.02499053413
"598" 35 3 -10871.1492228334
"599" 35 4 145.137536254641
"600" 35 5 -13378.6689644239
"601" 35 6 -1965.20835690959
"602" 35 7 903.961248640029
"603" 35 8 -1686.13924612024
"604" 35 9 -1815.35476640751
"605" 35 10 1815.42934511824
"606" 35 11 501.345494293526
"607" 35 12 -501.303463649111
"608" 35 13 -2.24015058125798
"609" 35 14 1208.00006252357
"610" 35 15 -13906.4134025803
"611" 35 16 12698.4466496726
"612" 35 17 21330.316473983
"613" 35 18 0.0344320403474862
"614" 35 19 1153.48442596692
"615" 35 20 -15551.1574289591
"616" 35 21 -5778.79471653597
"617" 35 22 -0.277341676805546
"618" 35 23 -2303.98691982791
"619" 35 24 0.157568976128677
"620" 35 25 0.00022029265077662
"621" 35 26 651.499148887587
"622" 35 27 -0.139376707420219
"623" 35 28 -1182.24097375487
"624" 35 29 530.867072564333
"625" 35 30 0.035193015550249
"626" 35 31 -260267.132965835
"627" 35 32 260266.28446135
"628" 35 33 -120844.442882705
"629" 35 34 -139433.399855542
"630" 35 35 260278.362159307
"631" 36 1 0.02982366388973
"632" 36 2 60871.6599304633
"633" 36 3 -16827.256710774
"634" 36 4 3347.32109751998
"635" 36 5 13347.0943148848
"636" 36 6 23696.5281182863
"637" 36 7 -84470.5554545324
"638" 36 8 -7193.25873381799
"639" 36 9 -1137.26762880695
"640" 36 10 1137.33572066763
"641" 36 11 -33264.7775987266
"642" 36 12 33264.6197377771
"643" 36 13 0.113749083665931
"644" 36 14 3062.13948000847
"645" 36 15 -2251.60132162074
"646" 36 16 -810.497757174861
"647" 36 17 -158782.399255272
"648" 36 18 -0.930684773622338
"649" 36 19 -3279.42391104039
"650" 36 20 -150393.541958803
"651" 36 21 309179.356853879
"652" 36 22 -1.80974424895876
"653" 36 23 60870.5546682711
"654" 36 24 0.616794439625055
"655" 36 25 -0.311052091691251
"656" 36 26 29986.9509148362
"657" 36 27 0.4614837047796
"658" 36 28 12353.0568493007
"659" 36 29 -42341.4717324368
"660" 36 30 0.31635855096338
"661" 36 31 5777.889692407
"662" 36 32 -5778.16108615088
"663" 36 33 39700.2712485328
"664" 36 34 -33921.9084697782
"665" 36 35 -5778.57499346278
"666" 36 36 309182.144951569
"667" 37 1 -0.0447931993778984
"668" 37 2 -60871.2121798023
"669" 37 3 16827.2902191678
"670" 37 4 -3347.29841996626
"671" 37 5 -13347.0085827728
"672" 37 6 -23696.442436259
"673" 37 7 84470.1364625162
"674" 37 8 7193.27406038958
"675" 37 9 1137.24718929048
"676" 37 10 -1137.32478038029
"677" 37 11 33264.7252582922
"678" 37 12 -33264.5813301962
"679" 37 13 -0.142322209941274
"680" 37 14 -3062.13451196942
"681" 37 15 2251.65773996166
"682" 37 16 810.42228625959
"683" 37 17 158783.240889077
"684" 37 18 0.957459301183321
"685" 37 19 3279.24193110938
"686" 37 20 150394.16531327
"687" 37 21 -309180.934558979
"688" 37 22 1.88239646480463
"689" 37 23 -60870.1269362357
"690" 37 24 -0.649666672366413
"691" 37 25 -0.19083844998005
"692" 37 26 -29986.9991664202
"693" 37 27 -0.420290992872109
"694" 37 28 -12353.011020625
"695" 37 29 42340.9340881013
"696" 37 30 -0.315803778415353
"697" 37 31 -5777.89769529653
"698" 37 32 5777.6476174434
"699" 37 33 -39700.7103245178
"700" 37 34 33921.6890256069
"701" 37 35 5778.71204048005
"702" 37 36 -309180.254663215
"703" 37 37 309181.842870469
"704" 38 1 0.0465967082902163
"705" 38 2 -0.0303587415414636
"706" 38 3 0.233860584524623
"707" 38 4 0.0263444211230603
"708" 38 5 0.204219915008655
"709" 38 6 0.271849108785859
"710" 38 7 0.484849191157764
"711" 38 8 0.140645189530458
"712" 38 9 -0.0347290288578188
"713" 38 10 0.0318446680189272
"714" 38 11 0.0729786178573419
"715" 38 12 -0.0308335572690447
"716" 38 13 -0.0731264113302506
"717" 38 14 0.0498897256594177
"718" 38 15 -0.0272901086537963
"719" 38 16 0.00678905483566849
"720" 38 17 -0.0370111885558193
"721" 38 18 0.0357429472206175
"722" 38 19 -0.0532373780057092
"723" 38 20 -0.121913321353488
"724" 38 21 0.0674264385165506
"725" 38 22 0.0854415583326885
"726" 38 23 -0.0757169717440104
"727" 38 24 -0.0365409074873782
"728" 38 25 -0.0592282023137464
"729" 38 26 -0.14740657592519
"730" 38 27 0.0354627518338404
"731" 38 28 0.0308139097167826
"732" 38 29 0.0693384560501929
"733" 38 30 -0.0277440737597719
"734" 38 31 0.0858127477114144
"735" 38 32 -0.114232230128822
"736" 38 33 -0.0945709563763691
"737" 38 34 -0.0593164930204331
"738" 38 35 0.12546697268071
"739" 38 36 0.0925338641555155
"740" 38 37 -0.120953591523221
"741" 38 38 2.63266080157792
"742" 39 1 0.0577418123883838
"743" 39 2 -74498.0114405324
"744" 39 3 1504.21622057189
"745" 39 4 -1620.99430976814
"746" 39 5 -1505.48945373096
"747" 39 6 -1188.32047942523
"748" 39 7 15907.6625242054
"749" 39 8 -4204.08203095275
"750" 39 9 4637.33803765985
"751" 39 10 -4637.75652077458
"752" 39 11 -73844.1803137129
"753" 39 12 73843.9140615396
"754" 39 13 0.0257040946091117
"755" 39 14 127.597438439807
"756" 39 15 2814.47946543198
"757" 39 16 -2942.03155965531
"758" 39 17 -22905.3175034115
"759" 39 18 -0.152016392721151
"760" 39 19 88329.0694435899
"761" 39 20 -19435.7826005532
"762" 39 21 42341.2150600023
"763" 39 22 -0.0565871908758222
"764" 39 23 -74497.1936879565
"765" 39 24 -0.0246426658546261
"766" 39 25 0.187562818690729
"767" 39 26 162175.855712024
"768" 39 27 0.48596965475781
"769" 39 28 63010.107991315
"770" 39 29 -225187.930780909
"771" 39 30 0.857830995319315
"772" 39 31 530.870474688841
"773" 39 32 -530.631083259441
"774" 39 33 5830.98820173731
"775" 39 34 -5299.79616952705
"776" 39 35 -530.947159651819
"777" 39 36 42341.8294465411
"778" 39 37 -42341.292701068
"779" 39 38 -0.0204442587865264
"780" 39 39 225189.142335725
"781" 40 1 -0.173483763003909
"782" 40 2 -14722.4048316198
"783" 40 3 -15884.0121765844
"784" 40 4 -10741.1789996802
"785" 40 5 -29507.9244400714
"786" 40 6 -29610.8120587467
"787" 40 7 323987.017021901
"788" 40 8 -81073.6590982435
"789" 40 9 13633.378739437
"790" 40 10 -13633.3989224454
"791" 40 11 33966.1880360725
"792" 40 12 -33966.4594739946
"793" 40 13 -0.0264270111089166
"794" 40 14 336.211962701027
"795" 40 15 5752.23599391819
"796" 40 16 -6088.50013960632
"797" 40 17 -25906.5037990287
"798" 40 18 -0.042537471081663
"799" 40 19 20015.3418807594
"800" 40 20 -5538.70299234106
"801" 40 21 31445.12692219
"802" 40 22 0.0679104300920672
"803" 40 23 -14722.1714437995
"804" 40 24 0.004029727517025
"805" 40 25 -0.132930605153573
"806" 40 26 -13951.0185692514
"807" 40 27 -0.101711631579247
"808" 40 28 -308.45791516331
"809" 40 29 14259.7431387911
"810" 40 30 -0.0364118676352678
"811" 40 31 2981.00067604432
"812" 40 32 -2981.06352164589
"813" 40 33 10019.544021852
"814" 40 34 -7038.91984109768
"815" 40 35 -2980.6567086894
"816" 40 36 31445.4449646035
"817" 40 37 -31445.223902357
"818" 40 38 -0.533294897468108
"819" 40 39 -14259.8694246068
"820" 40 40 504792.415335273
"821" 41 1 0.131165696488724
"822" 41 2 14722.5390389052
"823" 41 3 15884.0172237743
"824" 41 4 10741.1866075053
"825" 41 5 29507.8719172771
"826" 41 6 29610.8438238648
"827" 41 7 -323987.831276586
"828" 41 8 81073.4778210555
"829" 41 9 -13633.3321139381
"830" 41 10 13633.3467933437
"831" 41 11 -33966.1317237986
"832" 41 12 33966.4065557773
"833" 41 13 0.0377530011402215
"834" 41 14 -336.21799520355
"835" 41 15 -5752.22220913016
"836" 41 16 6088.48800039278
"837" 41 17 25906.5264027264
"838" 41 18 0.0199147720315624
"839" 41 19 -20015.4298856929
"840" 41 20 5538.67738099983
"841" 41 21 -31445.2358739404
"842" 41 22 -0.103854870148905
"843" 41 23 14722.1632005622
"844" 41 24 -0.00144095872575179
"845" 41 25 0.100508529596905
