"","testing","Individual","popChk","Year","y","yHat"
"179",179,"SL18-NL-3-FG3xSL18-NC-9-MG2","ES",2020,0.641466594,0.523599447120851
"180",180,"SL18-OI-6-FG3xSL18-CC-11-MG5","ES",2020,1.011867361,0.827728271906758
"181",181,"SL18-CC-8-FG1xSL18-OI-7-MG1","ES",2020,0.075510606,0.211714831036347
"182",182,"SL18-JS-5-FG1xSL18-OI-14-MG1","ES",2020,0.019950677,0.149773322502892
"183",183,"SL18-NC-10-FG1xSL18-OI-11-MG4","ES",2020,0.116699363,0.16877697492487
"184",184,"SL18-SF-17-FG2xSA18-CB-7-MG2","ES",2020,0.635797122,0.734807509414263
"185",185,"SL18-CC-9-FG3xSL18-JS-9-MG3","ES",2020,0.084498909,0.197283157619141
"186",186,"SL18-CC-5-FG2xSL18-NC-10-MG2","ES",2020,0.226865114,0.357455508351417
"187",187,"SL18-OI-11-FG3xSL18-NC-2-MG1","ES",2020,0.976864551,0.79649958936595
"188",188,"SL18-NC-9-FG2xSL18-JS-11-MG3","ES",2020,0.163135424,0.241175182311538
"189",189,"SL18-LD-9-FG4xSL18-OI-6-MG2","ES",2020,0.479252814,0.434611988709452
"190",190,"SL18-CC-3-FG2xSL18-OI-11-MG3","ES",2020,0.344977353,0.552611235691511
"191",191,"SL18-OI-9-FG4xSA18-CB-1-MG12","ES",2020,0.895148854,0.775357386824879
"192",192,"SL18-CC-3-FG2xSA18-CB-4-MG2","ES",2020,0.202603383,0.42675371445179
"193",193,"SL18-NC-5-FG2xSL18-JS-11-MG3","ES",2020,0.015173946,0.128691138791929
"194",194,"SL18-CC-8-FG1xSL18-OI-18-MG3","ES",2020,0.368921013,0.386383966343853
"195",195,"SL18-CC-6-FG3xSL18-JS-9-MG2","ES",2020,0.182633664,0.260281473268014
"196",196,"SL18-NL-7-FG4xSA18-CB-1-MG12","ES",2020,0.073979465,0.149440377365109
"197",197,"SL18-CC-1-FG1xSL18-NC-15-MG3","ES",2020,0.740682368,0.598757905255238
"198",198,"SL18-CC-1-FG1xSL18-CC-4-MG11","ES",2020,0.344700631,0.374512493628477
"199",199,"SL18-CC-5-FG2xSL18-NC-9-MG2","ES",2020,0.206048658,0.371466621176962
"200",200,"SA18-CB-9-FG1xSL18-JS-19-MG1","ES",2020,0.857575582,0.667210243611348
"201",201,"SL18-NL-3-FG1xSL18-OD-3-MG1","ES",2020,0.096011073,0.200891091345426
"202",202,"SL18-CC-5-FG3xSA18-CB-1-MG12","ES",2020,0.240570651,0.334052734673254
"203",203,"SL18-CC-8-FG2xSL18-NC-5-MG3","ES",2020,0.02886746,0.243727140654544
"204",204,"SL18-CC-6-FG3xSL18-OI-14-MG2","ES",2020,0.11803921,0.196648310727447
"205",205,"SL18-NC-12-FG2xSA18-CB-3-MG1","ES",2020,0.379091481,0.323901613079341
"206",206,"SL18-CC-3-FG3xSL18-OD-6-MG3","ES",2020,0.563352197,0.540999688949342
"207",207,"SL18-CC-6-FG2xSL18-OI-14-MG1","ES",2020,0.233120687,0.279478272567369
"208",208,"SL18-JS-19-FG3xSA18-CB-3-MG2","ES",2020,0.032183786,0.150765837448835
"209",209,"SL18-NC-12-FG2xSL18-NL-5-MG2","ES",2020,NA,0.245375726083654
"210",210,"SL18-JS-5-FG1xSA18-CB-1-MG12","ES",2020,0.073085831,0.160169130105813
"211",211,"SL18-JS-16-FG3xSA18-CB-4-MG3","ES",2020,0.099304978,0.192125010422977
"212",212,"SL18-OI-4-FG2xSA18-CB-7-MG2","ES",2020,2.019239106,1.34108293105905
"213",213,"SL18-NC-1-FG1xSL18-NC-12-MG3","ES",2020,0.09967743,0.219750102262587
"214",214,"SL18-NC-15-FG3xSL18-CC-1-MG2","ES",2020,0.100402733,0.219599208643198
"215",215,"SL18-SF-17-FG2xSL18-NC-12-MG1","ES",2020,0.507413109,0.490463982153555
"216",216,"SL18-CC-5-FG2xSL18-NC-10-MG2","ES",2020,0.387601637,0.393767884344707
"217",217,"SL18-NL-3-FG1xSA18-CB-7-MG2","ES",2020,0.04892366,0.340679718087147
"218",218,"SL18-LL-9-FG2xSA18-CB-5-MG3","ES",2020,0.03154006,0.157415876004988
"219",219,"SL18-SF-17-FG2xSA18-CB-7-MG3","ES",2020,1.729189987,1.0787093933449
"220",220,"SA18-CB-4-FG6xSL18-JS-6-MG3","ES",2020,1.154265069,0.894791791808555
"221",221,"SL18-CC-3-FG1xSL18-JS-11-MG2","ES",2020,0.047017142,0.290793633107466
"222",222,"SA18-CB-5-FG6xSL18-CC-6-MG2","ES",2020,0.544987778,0.503579728660663
"223",223,"SL18-JS-19-FG3xSL18-OI-17-MG1","ES",2020,0.166598482,0.215179921867695
"224",224,"SL18-OI-17-FG4xSL18-CC-7-MG1","ES",2020,0.739377608,0.649011929067675
"225",225,"SL18-OI-17-FG1xSL18-OI-4-MG1","ES",2020,0.181415223,0.275122576702444
"226",226,"SL18-CC-6-FG2xSL18-OI-11-MG4","ES",2020,0.40888204,0.360548511705425
"227",227,"SL18-JS-9-FG3xSA18-CB-10-MG1","ES",2020,0.092820179,0.229963241664168
"228",228,"SL18-OI-6-FG3xSL18-JS-6-MG1","ES",2020,0.576919238,0.581155330333422
"229",229,"SL18-SF-13-FG2xSL18-JS-11-MG3","ES",2020,0.826645737,0.675351607351338
"230",230,"SL18-JS-19-FG3xSL18-LD-13-MG3","ES",2020,0.241280563,0.251131808553494
"231",231,"SA18-CB-2-FG3xSL18-CC-2-MG5","ES",2020,1.407620503,1.04556412872154
"232",232,"SA18-CB-9-FG1xSL18-OI-7-MG3","ES",2020,1.087371821,0.746227331256399
"233",233,"SL18-CC-3-FG1xSL18-OI-16-MG2","ES",2020,0.316584317,0.394421935911843
"234",234,"SL18-CC-8-FG1xSL18-NC-8-MG2","ES",2020,0.068428155,0.207767551118137
"235",235,"SL18-SF-13-FG2xSA18-CB-2-MG3","ES",2020,1.135354404,0.892220852273326
"236",236,"SL18-SF-13-FG2xSL18-JS-9-MG2","ES",2020,0.499327512,0.5059480045186
"237",237,"SL18-JS-19-FG2xSA18-CB-10-MG3","ES",2020,0.187770305,0.283021431216713
"238",238,"SL18-CC-6-FG1xSL18-JS-5-MG2","ES",2020,0.044764563,0.195814896193967
"239",239,"SL18-CC-12-FG2xSL18-LL-9-MG4","ES",2020,0.910135569,0.706951378624323
"240",240,"SL18-NL-3-FG1xSL18-OI-7-MG3","ES",2020,0.203222777,0.237551856702085
"241",241,"SL18-NL-5-FG1xSL18-OI-14-MG1","ES",2020,0.180404521,0.236619249656189
"242",242,"SL18-NC-8-FG1xSL18-NL-7-MG2","ES",2020,0.214393172,0.265263347279003
"243",243,"SL18-JS-5-FG2xSL18-OI-5-MG3","ES",2020,0.066847096,0.156226807858639
"244",244,"SL18-CC-10-FG4xSL18-NC-2-MG2","ES",2020,0.720187772,0.619140124391461
"245",245,"SL18-NC-5-FG3xSL18-OI-2-MG2","ES",2020,0.194644302,0.243890585614713
"246",246,"SL18-OI-16-FG2xSL18-OI-18-MG1","ES",2020,0.131013916,0.242579869230025
"247",247,"SL18-CC-1-FG2xSL18-NC-11-MG2","ES",2020,0.285495162,0.300286090770704
"248",248,"SL18-CC-12-FG3xSL18-NC-11-MG2","ES",2020,0.259227887,0.334791395396283
"249",249,"SA18-CB-7-FG1xSL18-LD-1-MG1","ES",2020,0.260960484,0.323064418346255
"250",250,"SL18-NC-10-FG3xSA18-CB-3-MG2","ES",2020,0.003396366,0.118312747724532
"251",251,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.3,0.257901492862578
"252",252,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.29,0.2982472126482
"253",253,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.31,0.1815606764825
"254",254,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.1,0.208525769026185
"255",255,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.17,0.249030103334844
"256",256,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.41,0.341264465610578
"257",257,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.2,0.29007875872884
"258",258,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.37,0.274002026598533
"259",259,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.31,0.283904527616115
"260",260,"SL18-ME-1-FG1xSL18-ME-1-MG1","Z1",2019,0.22,0.281385705445601
"261",261,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.17,0.208321016806471
"262",262,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.16,0.201968449449249
"263",263,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.22,0.1630175329356
"264",264,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.12,0.222625342481342
"265",265,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.24,0.203521867244264
"266",266,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.3,0.219176641006818
"267",267,"SL18-ME-1-FG1xSL18-ME-2-MG2","Z2",2019,0.13,0.10249010484112
"268",268,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.424155947,0.306544613391699
"269",269,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.216209429,0.271356799249785
"270",270,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.441624815,0.280049852533032
"271",271,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.462943058,0.272844509930469
"272",272,"SL18-OI-15-FGxSL18-ME-MG1","Z3",2020,0.251174836,0.315774759000944
